geoid,dist_id,district,total_enroll,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,totalEnrollment,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp
2803030,130,NATCHEZ-ADAMS,2842,23068438.02,8116.973266,17785932.45,5282505.572,8975601.04,5282505.572,6.147788994,14958555,5263.390218,6258.245056,19564835.45,6884.178554,5,211,254,207,246,181,189,214,188,192,213,206,200,210,2842,0.4718,884,13,39,0,61,25,5,56,140,5,58,5,116,5,5,503,320557180,14761348.69,NATCHEZ-ADA,462.2800169,0.355,11681465.56,2595.44725,317,188,15,654711.54,1653340.91,1340.8556,1008.91,320557.18,112.7928149,10589234.41,3725.979736,14282329.88,5025.450344,30239228,10640,14761348,5194,Town,92100,29936,2264097,827001.6833,271731,1858.72821
2803060,5000,NESHOBA COUNTY,3038,25738351.2,8472.136669,22239713.96,3498637.24,3498637.24,6628877.989,5.748375347,19744138,6499.057933,7320.511508,24551399.96,8081.435142,40,239,250,220,187,216,208,204,241,249,262,249,222,204,3038,0.2827,1280,5,42,0,110,5,5,13,114,11,72,5,169,5,5,547,124951330,5845157.82,NESHOBA COU,528.4971521,0.281,15123730.02,2718.44134,393,142,21,692577.75,1433615.21,858.8426,853.678,124951.33,41.12947005,21052762.72,6929.80998,17922521.97,5899.447653,25958678,8544,5845157,1924,Town,83300,40115,2625575,903592.2892,304320,1151.625161
2803090,4111,NETTLETON,1112,8789065.658,7903.836023,7534020.79,1255044.868,1255044.868,2239860.813,11.34266817,6901220,6206.133094,6775.198552,8295780.79,7460.234523,0,80,90,66,80,83,85,84,92,105,100,77,80,78,1112,0.2651,411,11,12,0,12,12,5,5,71,5,24,0,44,0,0,190,44823031,2491966.27,NETTLETON,98.0368978,0.222,2793832.13,1060.01667,127,58,5,258518.73,647574.06,294.7912,246.864,44823.031,40.30848112,7040735.922,6331.597052,6055919.977,5445.971202,9119894,8201,2491966,2240,Rural,89200,39620,736190,339687.5537,96437,1128.637471
2803120,7320,NEW ALBANY,2114,16627582.75,7865.460148,13621474.78,3006107.972,3006107.972,4050099.031,27.52913491,12210763,5776.141438,6443.460161,15000366.78,7095.726954,39,194,183,156,163,159,144,146,154,171,164,150,140,120,2114,0.2201,759,190,34,0,39,16,5,22,107,5,41,5,109,0,0,378,107360999,8088117.23,NEW ALBANY,76.79137057,0.225,4842368.61,1924.71508,255,123,5,482677.38,1141325.4,465.2914,475.65,107360.999,50.78571381,11994258.81,5673.726967,10950267.75,5179.880676,20085589,9501,8088117,3825,Rural,106800,45216,1685398,617693.23,414684,1421.999987
2803150,5100,NEWTON COUNTY,1688,13548095.05,8026.12266,11485584.67,2062510.38,2062510.38,3416841.271,4.169815705,10087533,5976.026659,6804.256321,12654967.67,7497.018762,20,143,148,110,103,107,116,118,126,147,145,132,114,129,1688,0.1954,515,0,12,0,11,5,5,22,62,5,78,5,39,5,0,239,73661085,4501917.6,NEWTON COUN,404.814054,0.235,5342700.56,1518.53889,112,127,10,386375.64,924635.03,329.8352,396.68,73661.085,43.63808353,10592457.29,6275.152423,9238126.399,5472.823696,14676491,8694,4501917,2667,Rural,88600,36958,1271315,497838.0433,194110,1221.866339
2803180,5130,NEWTON MUNICIPAL,816,6963575.964,8533.794074,5369773.2,1593802.764,2037048.356,1593802.764,5.953516099,4758267,5831.209559,6580.604412,5902973.2,7234.035784,21,52,61,53,68,49,85,54,61,64,70,58,41,79,816,0.4175,247,0,5,0,5,5,5,5,32,5,35,5,32,5,5,131,72751727,3547304.45,NEWTON MUNI,137.0618617,0.347,5411990.16,781.055556,69,60,15,185357.46,545151.74,340.68,283.152,72751.727,89.15652819,3865924.844,4737.652995,4309170.436,5280.846123,8186568,10032,3547304,4347,Town,83400,32047,649367,245849.4722,167684,1953.189662
2803210,5411,NORTH PANOLA,1219,9658508.626,7923.304861,7448639.28,2209869.346,2455136.796,2209869.346,4.086010916,6466593,5304.83429,6110.450599,8184701.28,6714.275045,19,79,86,77,129,71,98,98,83,98,126,87,81,80,1219,0.4959,468,5,14,0,5,16,5,17,21,5,24,0,64,0,0,170,87683457,4670309.41,NORTH PANOL,298.3349837,0.409,3902052.18,1058.11111,90,76,5,277685.58,766625.7,604.5021,498.571,87683.457,71.93064561,5729564.484,4700.216968,5974831.934,4901.420783,11074637,9085,4670309,3831,Rural,70900,34544,897728,366289.1219,287541,1812.854262
2803240,5711,NORTH PIKE,2245,17695491.01,7882.178624,15326932.79,2368558.22,2368558.22,4563440.853,17.84537012,13545933,6033.823163,6827.141555,16901632.79,7528.566944,0,142,162,166,145,181,195,189,166,185,193,196,146,148,2245,0.3206,628,0,29,0,30,5,5,5,137,5,65,5,115,5,0,400,84591365,5573192.04,NORTH PIKE,125.8029385,0.265,10739904.63,2039.74444,282,114,10,517504.94,1108270.85,719.747,594.925,84591.365,37.67989532,14533074.57,6473.529875,12338191.94,5495.853869,19274349,8585,5573192,2482,Town,115600,41738,1752940,648680.5082,289277,1055.037069
2803300,5200,NOXUBEE COUNTY,1397,11119638.03,7959.654999,8870428.47,2249209.564,2249209.564,2641669.867,2.009890142,7611610,5448.539728,6349.626679,9783962.47,7003.552233,59,115,103,86,113,88,103,92,96,112,120,111,90,88,1397,0.5584,436,27,20,5,12,5,5,18,16,5,33,5,55,0,5,169,80328913,4230854.86,NOXUBEE COU,695.0628646,0.39,6357876.46,1222.77222,83,86,15,314383.08,607567.39,780.0848,544.83,80328.913,57.50101145,7534752.906,5393.523913,7142292.603,5112.59313,12179332,8718,4230854,3028,Rural,59700,33784,1008651,406631.3879,178319,1610.028321
2803360,3021,OCEAN SPRINGS,5861,45398272.15,7745.823605,35842320.09,9555952.056,9555952.056,10655232.77,171.819723,32652796,5571.198772,6115.393293,39463825.09,6733.292116,0,363,436,402,411,429,420,470,484,466,499,498,459,417,5861,0.1196,1864,106,131,0,73,36,11,29,238,46,166,5,238,5,5,975,341284002,22054499.37,OCEAN SPRIN,34.11133425,0.111,10502145.76,5350.99441,549,378,56,1360846.33,2971475.76,700.9756,650.571,341284.002,58.22965398,29907873.03,5102.861804,28808592.32,4915.303244,53564497,9139,22054499,3762,Suburb,169400,69055,3772239,1726500.942,666214,1630.430312
2803390,921,OKOLONA,511,4719066.236,9234.96328,3932659.02,786407.216,786407.216,1168111.805,4.376051144,3344631,6545.266145,7696.00591,4326340.02,8466.418826,0,37,32,35,40,32,53,42,40,41,43,5,44,39,511,0.426,226,0,5,0,0,5,0,5,19,5,26,0,34,0,0,88,28085972,1788241.29,OKOLONA,116.7719442,0.315,2487390.65,485.8915,53,41,5,118974.71,388343.31,217.686,160.965,28085.972,54.96276321,3539932.804,6927.461456,3158228.215,6180.485743,5213582,10202,1788241,3499,Rural,73300,34412,423757,152304.0698,245521,1538.95737
2803450,3620,OXFORD,4766,33785559.83,7088.871136,26047620.09,7737939.744,17257134.83,7737939.744,55.33864405,22805461,4785.031683,5465.300061,28659036.09,6013.226204,213,339,403,398,329,355,337,334,333,361,339,357,318,297,4766,0.1731,1349,376,73,0,92,12,5,28,214,14,68,5,156,5,5,671,616326244,38762587.56,OXFORD,86.12426419,0.153,9080889.16,4136.77778,462,191,24,1053475.51,2272725.58,824.9946,729.198,616326.244,129.3172984,11401901.26,2392.34185,20921096.35,4389.655129,61484006,12900,38762587,8133,Rural,241700,48668,2226845,1382428.573,478640,1623.571075
2803480,3022,PASCAGOULA,6565,51906812.45,7906.597479,40036858.27,11869954.18,28618271.81,11869954.18,91.97136281,33383043,5085.002742,6098.531343,43962793.27,6696.541244,97,464,522,446,483,449,459,482,502,466,572,559,456,468,6565,0.3562,1814,608,77,0,62,54,5,55,204,45,186,5,193,5,5,894,1022081136,52236402.87,PASCAGOULA,71.38091466,0.259,23446694.79,5947.53333,459,382,55,1500390.35,4377684.92,2338.453,1700.335,1022081.136,155.6863878,15344521.46,2337.322386,32092839.09,4888.475108,86395185,13159,52236402,7956,City,120700,44005,4298928,1924408.339,972749,1808.066136
2803510,2423,PASS CHRISTIAN,1944,14792634.28,7609.379772,11405973.62,3386660.657,6409989.712,3386660.657,33.32405716,9716282,4998.087449,5867.270381,12543187.62,6452.257006,53,124,126,152,126,130,125,126,145,171,157,172,148,154,1944,0.2733,661,21,38,0,21,18,5,14,52,11,78,5,64,0,5,304,228928204,12821808.87,PASS CHRIST,58.33623411,0.185,5104203.89,1797.82778,137,158,16,431487.86,1079808.76,531.2952,359.64,228928.204,117.7614218,6133197.908,3154.937195,9156526.963,4710.147615,22716485,11685,12821808,6595,Suburb,170700,54279,1145622,578229.0011,59475,1742.109392
2803520,6120,PEARL,4216,32090810.67,7611.672361,25328999,6761811.672,6761811.672,7531202.34,164.8081033,21413125,5079.014469,6007.827087,27893342,6616.067837,5,343,315,302,284,300,285,316,326,359,375,349,254,284,4216,0.2454,1193,185,134,0,46,19,5,43,216,5,56,0,175,5,0,707,241493274,15918153.37,PEARL,25.58126643,0.202,8569410.22,3639.4581,437,257,10,949460.29,2067694.71,1034.6064,851.632,241493.274,57.28018833,21131530.33,5012.222564,20362139.66,4829.729521,38229997,9067,15918153,3775,Suburb,120700,49944,2972443,1190074.916,205305,1603.845273
2803540,5500,PEARL RIVER COUNTY,3284,24655720.75,7507.832142,20777082.27,3878638.484,3878638.484,6182812.693,24.66838722,18704227,5695.562424,6326.76074,22899306.27,6972.992165,0,256,262,228,247,207,265,261,236,263,275,273,232,218,3284,0.2133,921,43,65,0,70,14,5,5,146,13,96,5,95,5,0,515,138522803,8511724.03,PEARL RIVER,133.1258493,0.154,5974656.55,2896.71186,311,190,18,759427.99,1552602.28,700.4772,505.736,138522.803,42.1811215,19020667.79,5791.920763,16716493.58,5090.28428,26976776,8214,8511724,2591,Rural,156400,63540,2106212,974628.2592,279225,1181.071402
2803570,5600,PERRY COUNTY,933,8328817.336,8926.921046,6421754.54,1907062.796,2967449.156,1907062.796,1.781355311,5497981,5892.798499,6882.909475,7063195.54,7570.413226,0,80,83,57,66,72,73,71,67,77,70,91,61,5,933,0.3792,452,0,22,0,5,5,5,0,59,5,33,5,56,0,0,186,105980327,4166449.57,PERRY COUNT,523.7585081,0.277,4325843.59,876.65,120,70,5,216445.16,624258.38,353.7936,258.441,105980.327,113.5909185,4095746.384,4389.867507,5156132.744,5526.401655,9747500,10447,4166449,4465,Rural,85800,46063,736061,278590.1393,302157,2044.011571
2803530,1821,PETAL,4392,34565258.42,7870.049731,28192626.7,6372631.72,6372631.72,8390939.769,46.87487841,24877657,5664.311703,6419.086225,31077554.7,7075.94597,57,343,364,314,306,322,321,303,355,383,385,322,293,264,4392,0.1966,1169,135,131,0,41,53,5,14,232,21,162,5,229,5,5,898,227593990,13747527.52,PETAL,93.69624305,0.16,8976629.82,3949.07303,502,370,31,1004389.68,2087050.02,863.4672,702.72,227593.99,51.82012523,24704922.98,5624.982464,22686614.93,5165.440558,38848714,8845,13747527,3130,Suburb,150300,55825,3319103,1246494.837,532536,1450.963506
2803600,5020,PHILADELPHIA,829,6803367.862,8206.716359,5245729.6,1557638.262,1720536.524,1557638.262,130.9238975,4337170,5231.809409,6327.779976,5769030.6,6959.023643,42,75,50,73,51,57,52,56,58,77,71,62,46,59,829,0.5054,61,11,20,0,20,5,5,5,22,5,50,0,67,5,0,195,61447733,3480176.95,PHILADELPHI,6.33192271,0.324,2932252.84,715.505196,109,85,10,183721.27,508866.33,418.9766,268.596,61447.733,74.12271773,4048494.076,4883.587546,4211392.338,5080.087259,8033318,9690,3480176,4198,Town,90100,31753,797542,241464.6574,0,1878.936384
2803630,5520,PICAYUNE,3431,24735855.52,7209.517785,19433050.49,5302805.032,5302805.032,5779665.492,18.14061928,16298497,4750.363451,5663.961087,21406168.49,6239.046485,264,249,271,232,254,219,210,241,230,270,278,268,217,157,3431,0.3619,1093,116,46,0,56,16,5,34,146,13,76,5,102,5,5,500,189385894,11216053.57,PICAYUNE,189.1335653,0.257,14487290.68,2755.9,304,182,23,727405.32,1537937.17,1241.6789,881.767,189385.894,55.19845351,16103363.46,4693.489787,15626503,4554.503934,28383761,8272,11216053,3269,Town,118900,40645,2053953,969073.6234,418962,1545.556698
2803690,5820,PONTOTOC CITY,2302,18008271.93,7822.880943,15570680.13,2437591.8,2437591.8,4628536.325,22.96634153,13302772,5778.788879,6763.979205,17142727.13,7446.88407,35,199,200,168,169,137,178,170,152,213,198,170,146,127,2302,0.233,681,249,38,0,38,5,5,16,178,5,109,5,130,5,5,527,87056850,5004069.66,PONTOTOC CI,100.2336396,0.207,6264580.39,2056.68333,346,178,15,531061.98,1361549.15,536.366,476.514,87056.85,37.8179192,14705135.33,6387.982333,12514190.8,5436.225371,18682138,8115,5004069,2173,Town,117400,45621,1753237,671774.4036,107904,1058.901738
2803660,5800,PONTOTOC COUNTY,3466,27092986.65,7816.787838,23763154.38,3329832.268,3329832.268,7072592.053,8.719246463,20904769,6031.381708,6856.074547,26194785.38,7557.641483,0,301,295,279,258,251,272,249,266,264,271,255,213,231,3466,0.1934,1030,216,50,0,22,19,5,26,184,16,49,5,174,5,5,552,118922581,7625327.65,PONTOTOC CO,397.5114151,0.212,9778673.22,3107.49162,380,154,26,803371.5,1802644.88,670.3244,734.792,118922.581,34.31118898,22864953.11,6596.928192,19122193.33,5517.078283,28782465,8304,7625327,2200,Rural,100600,44126,2551894,1014969.63,522068,960.7132914
2803720,5530,POPLARVILLE,1909,15019911.28,7867.947238,11823004.39,3196906.888,3196906.888,3517493.955,3.903878108,10154245,5319.143531,6193.297218,13027755.39,6824.387318,17,155,163,128,140,144,140,156,134,154,153,161,123,113,1909,0.2341,398,13,27,0,20,25,5,5,59,5,70,0,75,0,5,295,114175246,6485300.35,POPLARVILLE,489.0009234,0.2,5764252.08,1642.64045,154,132,10,437097.67,903606.72,446.8969,381.8,114175.246,59.80892928,9830848.502,5149.737298,9510261.435,4981.802742,16967600,8888,6485300,3397,Rural,124400,46111,1222569,534963.5253,242338,1674.65002
2803750,5900,PRENTISS COUNTY,2278,18810524.85,8257.473596,16315339.46,2495185.392,2495185.392,4851778.624,6.109987156,14130501,6203.029412,7162.133213,17969550.46,7888.301343,88,172,187,160,146,147,192,177,178,172,198,172,118,157,2278,0.2092,809,5,38,0,30,17,0,17,211,5,101,5,162,0,5,581,89113764,5215941.45,PRENTISS CO,372.8322076,0.191,8944435.26,2029.40546,403,178,10,510258.94,1412112.52,476.5576,435.098,89113.764,39.11929939,15474365.07,6792.96096,13117771.84,5758.459981,19608909,8607,5215941,2289,Rural,90000,41292,2125564,668851.1936,501635,1095.340383
2803810,6000,QUITMAN COUNTY,852,7590550.39,8909.096702,5853085,1737465.39,2182224.38,1737465.39,2.10393189,4876550,5723.650235,6869.818075,6435057,7552.883803,28,75,62,74,63,52,74,62,62,64,53,65,46,47,852,0.4485,392,0,14,0,5,5,0,5,35,5,25,5,40,0,0,143,77936585,3629841.24,QUITMAN COU,404.9560749,0.439,6196847.93,790.722222,80,54,5,195174.63,594290.37,382.122,374.028,77936.585,91.47486502,4252832.62,4991.587582,4697591.61,5513.605176,8693461,10203,3629841,4260,Town,50900,25283,647440,262512.4848,196657,2039.278627
2803780,1212,QUITMAN SEP,1593,13004751.32,8163.685698,10025901.84,2978849.477,3415760.46,2978849.477,3.116448848,8369295,5253.794727,6293.723691,11032775.84,6925.78521,60,124,158,117,95,104,101,105,100,115,147,128,106,94,1593,0.4262,456,5,16,0,13,5,5,31,30,5,99,5,98,5,5,306,121991445,7013617.08,QUITMAN SEP,511.1587187,0.349,4387493.74,1352.98889,141,161,15,356924.14,908362.7,678.9366,555.957,121991.445,76.57968927,7617015.38,4781.553911,8053926.363,5055.823204,15774232,9902,7013617,4402,Rural,76500,37364,1180662,466266.3022,202630,1869.962007
2803830,6100,RANKIN COUNTY,18720,142521053.4,7613.304137,109885810.6,32635242.8,46621147.19,32635242.8,24.9663756,94048208,5023.942735,5869.968517,120871269.6,6456.798592,320,1259,1385,1323,1359,1300,1396,1428,1448,1515,1623,1471,1369,1266,18720,0.1383,6512,403,249,5,273,99,28,123,812,56,279,5,835,5,5,2769,1665040971,92575401.94,RANKIN COUN,749.8084745,0.121,31538902.57,17365.8096,1920,783,71,4271168.85,10032364.79,2588.976,2265.12,1665040.971,88.94449631,74250122.45,3966.352695,88236026.84,4713.462972,188157678,10051,92575401,4945,Rural,169700,70439,9818362,5436752.458,1682297,1743.33562
.,2515,REIMAGINE PREP,600,4651659.965,7752.766608,3679458.83,972201.1349,972201.1349,1097159.264,5.8,3192864,5321.44,6132.431383,4063552.83,6772.58805,0,0,0,0,0,0,79,152,136,147,0,0,0,0,514,0.5837,147,5,5,0,0,5,0,12,0,0,11,0,14,0,0,41,34721469.1,1808680.38,REIMAGINE P,5.8,0.401,2311750.04,481.480447,14,33,0,117806,219727.83,350.22,240.6,34721.4691,57.86911517,3091351.695,5152.252825,2966393.566,4943.989276,NA,NA,NA,NA,NA,NA,NA,97075,202057.7112,0,1620.335225
2803870,5620,RICHTON,597,4407982.706,7383.555621,3654076.21,753906.496,753906.496,1093462.257,4.836576805,3391068,5680.180905,6120.73067,4049860.21,6783.685444,0,52,36,39,42,35,45,44,45,54,59,50,49,40,597,0.2211,210,0,5,0,5,5,5,5,23,0,15,0,36,0,0,99,26925232,1383928.29,RICHTON,123.4344091,0.28,2450604.37,535.511111,64,35,0,137206.6,73232.61,131.9967,167.16,26925.232,45.10089112,3295953.714,5520.860492,2956397.953,4952.090374,4827565,8086,1383928,2318,Rural,89800,31393,344990,166920.1194,0,1262.824951
2804110,7012,S. TIPPAH,2485,20002870.42,8049.444836,17371817.77,2631052.648,2631052.648,5166742.348,9.460592295,15945273,6416.608853,6990.671135,19136082.77,7700.63693,58,205,181,173,160,180,169,175,204,199,200,169,206,160,2485,0.1761,660,143,58,0,49,22,5,29,82,5,83,5,248,0,5,583,93966166,5824874.33,S. TIPPAH,262.6685436,0.283,7482767.52,2281.03438,379,202,10,561682.19,1459615.58,437.6085,703.255,93966.166,37.81334648,16505030.12,6641.863228,13969340.42,5621.464959,21175394,8521,5824874,2344,Town,88800,41241,2653744,740471.6267,350476,1058.773701
2803900,6200,SCOTT COUNTY,3989,30475747.57,7639.946746,27021472.8,3454274.768,3454274.768,8044747.146,7.679758572,23516599,5895.361995,6773.996691,29795359.8,7469.380747,99,304,340,301,256,240,282,314,308,318,311,291,254,254,3989,0.2263,875,382,56,0,40,11,5,120,157,5,89,0,223,5,5,723,123366956,6490353.79,SCOTT COUNT,519.41737,0.271,15308976.04,3555.0271,420,281,15,908789.17,1977643.63,902.7107,1081.019,123366.956,30.92678767,26341085.03,6603.430692,21750612.65,5452.647945,30625393,7677,6490353,1627,Rural,71400,36305,2813807,1132778.749,437383,865.9500547
2803930,6920,SENATOBIA,1666,13057719.87,7837.76703,10259185,2798534.872,2798534.872,3046940.55,37.70151821,8826781,5298.187875,6157.97419,11284965,6773.688475,61,124,140,145,113,113,129,141,129,120,116,121,109,91,1666,0.2839,388,24,18,0,41,13,5,5,105,5,56,5,101,0,5,359,99947674,6807959.98,SENATOBIA,44.1892019,0.202,6195274.78,1466.96648,247,102,10,374688.54,959383.46,472.9774,336.532,99947.674,59.99260144,8486430.128,5093.895635,8238024.45,4944.792587,15733072,9443,6807959,4086,Town,141400,56982,1326033,482636.6357,65615,1679.79284
2803990,6400,SIMPSON COUNTY,3008,26052584.28,8661.098499,20080458.05,5972126.233,7191170.112,5972126.233,5.106230492,17149063,5701.151263,6675.684192,22118986.05,7353.38632,0,229,249,205,225,215,217,238,226,278,247,255,211,211,3008,0.3251,1205,50,46,0,41,23,5,31,141,12,132,5,149,5,5,592,256827504,11132884.07,SIMPSON COU,589.0842579,0.292,10928964.51,2737.25007,331,242,22,695616.4,1648007.65,977.9008,878.336,256827.504,85.38148404,14927815.94,4962.704767,16146859.82,5367.972013,28869718,9597,11132884,3701,Rural,87900,43850,2455121,919669.9437,573531,1985.414306
.,2505,SMILOW COLLEGIATE,575,4493892.053,7815.46444,3460409.64,1033482.413,1076230.439,1033482.413,5.5,3040009,5286.972174,6018.103722,3827712.64,6656.891548,0,99,117,122,119,112,0,0,0,0,0,0,0,0,569,0.5455,0,5,5,0,5,5,0,0,5,0,5,0,27,0,0,59,38436801.4,2050595.21,SMILOW COLL,5.5,0.401,2297325.97,500.322222,37,15,0,128324.4,136250.24,313.6625,230.575,38436.8014,66.84661113,2751482.201,4785.186436,2794230.227,4859.53083,NA,NA,NA,NA,NA,NA,NA,67424,193638.9383,0,1797.360718
.,2535,SMILOW PREP,600,4745291.925,7908.819874,3655052.35,1090239.575,1091361.974,1090239.575,5.8,3182569,5304.281667,6091.753917,4037924.35,6729.873917,0,0,0,0,0,0,136,157,141,143,0,0,0,0,577,0.5348,150,5,0,0,0,5,0,5,5,0,5,0,11,0,5,20,38977213.37,2015009.09,SMILOW PREP,5.8,0.401,1881336.95,504.305556,16,15,5,130428.08,193326.27,320.88,240.6,38977.21337,64.96202229,2946562.376,4910.937293,2947684.776,4912.807959,NA,NA,NA,NA,NA,NA,NA,86780,202057.7112,0,1817.065958
2804020,6500,SMITH COUNTY,2443,19535481.88,7996.513253,15060923.06,4474558.816,4576746.552,4474558.816,3.840105743,13389319,5480.68727,6164.929619,16572440.06,6783.643086,0,201,210,161,189,167,187,204,194,214,195,189,149,142,2443,0.2268,622,5,34,0,5,31,5,20,38,17,63,0,93,0,5,309,163455234,6370545.35,SMITH COUNT,636.180398,0.239,5750282.46,2303.78212,136,153,22,570798.14,1338710.92,554.0724,583.877,163455.234,66.90758657,11995693.51,4910.230662,12097881.24,4952.059453,19521959,7990,6370545,2607,Rural,102600,43105,1660431,723516.8301,293265,1831.583633
2803960,6312,SOUTH DELTA,604,5724500.322,9477.64954,4414306.12,1310194.202,2225227.816,1310194.202,0.761183187,3745880,6201.788079,7308.453841,4852571.12,8034.058146,20,38,42,37,34,41,54,65,40,45,44,55,34,33,604,0.6514,147,0,5,0,5,5,0,14,28,5,5,0,28,0,0,87,79472422,2496558.9,SOUTH DELTA,793.5014986,0.499,3274558.38,543.522222,61,29,5,137206.6,463844.52,393.4456,301.396,79472.422,131.5768576,2627343.304,4349.906132,3542376.918,5864.862446,6309813,10446,2496558,4133,Rural,65100,28660,263819,180659.922,169803,2169.195699
2804050,5412,SOUTH PANOLA,4313,31711101.13,7352.446356,26060221.69,5650879.444,5650879.444,7745245.566,11.15202429,22396135,5192.704614,6042.249406,28686094.69,6651.076905,162,372,373,315,316,269,307,334,296,360,301,308,294,271,4313,0.3266,1311,51,60,0,74,12,5,61,226,5,125,5,153,5,5,731,201817123,13181107.33,SOUTH PANOL,386.7459295,0.327,12557599.67,3535.91111,453,268,15,956005.07,2257017.62,1408.6258,1410.351,201817.123,46.7927482,23035215.25,5340.879955,20940849.12,4855.28614,36028306,8353,13181107,3056,Town,87500,40911,2421020,1245325.911,576931,1310.19695
2804080,5712,SOUTH PIKE,1557,12139282.33,7796.584667,9358969.8,2780312.526,3103385.852,2780312.526,6.508362142,8151934,5235.667309,6010.899037,10297453.8,6613.650482,32,102,116,105,135,101,107,128,122,126,112,133,95,99,1557,0.4463,602,0,25,0,20,5,5,25,76,5,27,0,46,5,0,231,110835209,5294228.08,SOUTH PIKE,239.2306952,0.332,5536574.28,1417,142,87,10,352716.78,840693.02,694.8891,516.924,110835.209,71.18510533,7194067.948,4620.467532,7517141.274,4827.964852,13459788,8644,5294228,3400,Rural,81300,33446,989675,470358.4381,301940,1785.68563
2800189,5321,STARKVILLE OKTIBBEHA,4894,36852511.79,7530.141355,28419225.11,8433286.68,13201235.82,8433286.68,10.68147706,24650767,5036.936453,5806.952413,31234395.11,6382.181265,128,408,418,362,345,295,321,374,363,357,379,402,293,362,4894,0.3467,1677,103,60,0,107,26,5,37,166,5,149,5,177,0,5,739,471472708,31135336.19,STARKVILLE,458.1763341,0.235,15583249.46,4364.64804,450,282,10,1106067.48,2818917.63,1696.7498,1150.09,471472.708,96.33688353,18033159.29,3684.748526,22801108.43,4658.992323,55629576,11366,31135336,6361,Town,162900,40453,2923798,1433001.179,633622,1723.188941
2804170,6600,STONE COUNTY,2518,19466801.79,7731.057106,15752917.38,3713884.412,3713884.412,4685887.903,5.6530469,13232967,5255.348292,6256.122867,17355140.38,6892.430651,0,205,233,202,180,186,181,209,186,193,201,190,153,169,2518,0.2857,900,20,32,0,24,15,5,17,60,5,55,5,113,5,5,327,132638729,7227078.97,STONE COUNT,445.4235113,0.231,10053634.51,2200.52222,197,129,15,580147.82,1232146.56,719.3926,581.658,132638.729,52.6762228,13641255.97,5417.496413,12669252.48,5031.474375,21167701,8406,7227078,2870,Town,112800,45483,1228939,704807.7497,293713,1474.934238
2800187,6711,SUNFLOWER CONS,2929,23502139.43,8023.946546,18122622.35,5379517.085,6061626.144,5379517.085,4.198302406,15747713,5376.481052,6187.30705,19924137.35,6802.368505,89,190,216,199,160,178,200,211,207,239,250,283,239,207,2929,0.5682,1090,0,40,0,34,26,5,23,81,5,131,5,68,5,5,420,216486648,12419498.79,SUNFLOWER C,697.6629401,0.605,12902524.02,2679.71508,183,230,15,656815.22,1791176.13,1664.2578,1772.045,216486.648,73.91145374,13862511.21,4732.8478,14544620.27,4965.729008,28094129,9591,12419498,4240,Town,78400,30838,1931441,894237.3014,315043,1836.639496
2804230,6900,TATE COUNTY,2014,16316011.25,8101.29655,12916914.32,3399096.932,3399096.932,3839367.686,5.586396339,11083581,5503.267627,6413.562224,14219880.32,7060.516544,0,160,169,152,135,135,157,161,171,164,170,162,164,98,2014,0.302,734,74,34,0,24,13,5,5,111,5,73,5,81,0,5,357,121396319,5934089.81,TATE COUNTY,360.5186381,0.198,7219167.87,1776.33056,216,135,10,465146.72,1114914.6,608.228,398.772,121396.319,60.27622592,10820783.39,5372.782218,10380512.63,5154.177077,17270942,8575,5934089,2946,Rural,105500,48404,1200972,595183.7977,362274,1687.734326
2804260,7100,TISHOMINGO,2897,23500942.17,8112.165058,18119854.68,5381087.494,5488730.352,5381087.494,6.82869677,16077407,5549.674491,6254.696127,19929953.68,6879.51456,0,259,252,228,180,200,243,207,218,217,272,252,205,5,2897,0.177,1019,80,45,0,47,5,5,24,102,5,92,5,198,5,5,527,196026084,10142771.65,TISHOMINGO,424.2390748,0.192,12096886,2574.30972,347,176,15,668268.58,1702273.1,512.769,556.224,196026.084,67.66519986,14441223.33,4984.888964,14548866.19,5022.045629,25892084,8937,10142771,3501,Rural,88100,37681,1791674,845710.7638,617761,1857.468931
