geoid,dist_id,district,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,ada_add_fy24,teacher_add_fy24,local_share_expected_pp,maep_expected_local_add_total,maep_expected_local_add_pp
2801490,1800,FORREST COUNTY,14936478.01,7015.724758102396,11480488,3455990.0100000002,5323374.588,3455990.0100000002,2129,6.099294674878881,11758426,5522.980742132457,5392.432127759512,12799963,6012.1949271958665,57,212,221,188,188,196,164,225,198,209,72,61,47,45,0.3396,575,101,28,0,40,14,5,5,142,5,74,5,93,0,5,418,190120521,9137099.36,FORREST COU,349.05675385199805,0.252,9825275.76,1940.25,275,131,10,723.0084,536.508,190120.521,89.30038562705496,7476588.412,3511.7841296383276,9343972.99,4388.9022968529825,20617587,9684,9137099,4291,Rural,110900,39531,1873962,631433.0326775201,233371,480573.7,1264178.15,1623.2926303428842,16681229.86,7835.241831845937
2801530,1900,FRANKLIN COUNTY,9356942.112,7726.624369942197,7404663,1952279.112,1952279.112,2229037.6500000004,1211,2.1475970546666097,7162297,5914.365813377374,6114.50289017341,8255695,6817.254335260116,41,83,88,84,77,79,74,79,100,103,101,122,100,63,0.2573,301,0,14,0,27,18,5,5,55,5,40,5,108,0,5,275,69724254,3442611.43,FRANKLIN CO,563.8860406185433,0.314,5208620.27,1086.38889,190,87,10,311.59029999999996,380.254,69724.254,57.5757671345995,6303415.888,5205.13285549133,6026657.35,4976.595664739884,10847274,8957,3442611,2842,Rural,76600,40219,1232123,348749.86243464,275179,271608.29,732875.52,1612.121479768786,10361425.921999998,8556.09076961189
2801560,2000,GEORGE COUNTY,27816538.08,6678.640595438174,22454696,5361842.08,5361842.08,6759573.390000001,4165,8.701916152125772,22230598,5337.478511404562,5391.283553421368,25035457,6010.914045618248,123,314,334,328,303,299,292,318,334,312,297,255,273,254,0.2409,1368,55,54,0,72,13,12,32,125,5,99,5,278,5,5,697,191494360,9944452.61,GEORGE COUN,478.63021513744894,0.201,14084643.9,3607.17978,475,215,15,1003.3485000000001,837.1650000000001,191494.36,45.977037214885954,19673614.92,4723.557003601441,18275883.61,4387.96725330132,32399148,7778,9944452,2387,Rural,110800,47292,2616531,1193583.48423916,534023,932630.86,2055456.02,1287.3570420168066,30804624.959999997,7396.068417767106
2801590,2100,GREENE COUNTY,12276084.24,7485.4172195121955,9435654,2840430.24,3571711.892,2840430.24,1640,2.3013007668174144,9199826,5609.65,5753.44756097561,10520112,6414.7024390243905,0,149,149,134,106,124,147,121,129,131,157,103,83,90,0.2595,763,5,22,0,15,5,5,5,59,5,30,0,77,5,0,230,127561139,6635647.57,GREENE COUN,712.6404438947105,0.23399999999999999,6685145.14,1503.28556,151,67,10,425.58000000000004,383.76,127561.139,77.78118231707317,6948400.108,4236.829334146341,7679681.76,4682.732780487805,16071301,9799,6635647,4046,Rural,77700,49677,1159160,484975.38268264,433484,382168.28,956220.73,1731.9696585365855,13614473.25,8301.508079268293
2801620,7620,GREENVILLE,24656075.76,6961.060350084698,19253569,5402506.760000001,5402506.760000001,5795933.130000001,3542,94.38547615181574,18699214,5279.281197063806,5435.790231507623,21466419,6060.536137775268,110,250,289,315,303,271,287,261,285,247,294,198,198,163,0.6286,984,13,17,0,59,5,5,32,68,5,14,5,168,5,5,388,192946670,11675470.27,GREENVILLE,37.52696012575936,0.42700000000000005,16480297.61,3148.30556,295,78,15,2226.5012,1512.4340000000002,192946.67,54.473932806324115,16063912.239999998,4535.266019198192,15670485.87,4424.191380575946,30929039,8732,11675470,3296,Town,73000,26150,1973598,1072265.7975342,421923,793554.33,1936298.59,1525.2701185770752,27385928.68,7731.769813664596
2800198,4211,GREENWOOD-LEFLORE CONS,26806614.11,6651.765287841191,20604122,6202492.11,8108869.272,6202492.11,4030,6.784593962589694,20329784,5044.6114143920595,5112.685359801489,22972193,5700.296029776675,106,291,355,301,330,215,324,316,212,265,359,335,290,272,0.5879,1232,127,48,0,42,14,5,38,143,5,61,5,132,5,5,495,289602474,12187376.13,GREENWOOD-L,593.9928052027067,0.473,16341008.19,3518.66111,317,171,15,2369.237,1906.1899999999998,289602.474,71.86165607940447,14863323.728,3688.16965955335,16769700.89,4161.216101736973,32791498,8136,12187376,3024,NA,NA,NA,2360351,1162888.8850842,371679,912529.04,2114143.52,1539.0799280397023,29833286.669999998,7402.800662531017
2801680,2220,GRENADA,27536664.59,7126.465991200828,21165254,6371410.590000001,6652979.312,6371410.590000001,3864,9.15500837734796,22643366,5860.084368530021,5477.550207039338,23597817,6107.09549689441,152,346,334,279,271,252,266,250,281,288,280,258,245,253,0.2991,1144,5,156,0,72,21,5,39,89,23,184,5,75,5,5,675,237606404,9572418.34,GRENADA,422.0640594453864,0.344,15370924.91,3285.71111,236,410,33,1155.7223999999999,1329.216,237606.404,61.492340579710145,16944837.688,4385.3099606625265,17226406.41,4458.179712732919,30737672,7954,9572418,2477,Town,105000,40122,3357478,1112608.06346152,380913,859235.85,1956298.86,1648.9157841614908,30352199.3,7855.124042443064
2801710,2421,GULFPORT,42077057.77,6883.209188614429,32341303,9735754.770000001,12165904.828000002,9735754.770000001,6113,271.24536213882203,32914005,5384.263863896614,5290.577948634059,36058351,5898.634222149517,81,484,523,498,449,482,456,466,460,485,549,416,360,401,0.4456,1636,320,122,0,112,73,5,37,149,17,150,5,316,5,5,992,434496601,31515294.04,GULFPORT,22.53679086638686,0.32799999999999996,22103133.67,5786.39444,577,392,27,2723.9528,2005.0639999999999,434496.601,71.07747439882219,23892446.172,3908.4649389824963,26322596.229999997,4306.002982169147,63856597,10446,31515294,5155,City,135900,36464,4718089,1856002.90003748,560025,1394972.68,3099817.25,1592.6312399803699,46571847.7,7618.492998527729
2801740,2300,HANCOCK COUNTY,28983853,7138.8800492610835,22277593,6706260,12012236.936,6706260,4060,10.288330364717133,22007459,5420.556403940886,5487.091871921182,24838000,6117.7339901477835,5,296,342,338,316,302,289,295,319,344,337,314,293,241,0.2348,1309,0,91,0,75,44,5,29,150,12,67,5,257,0,5,736,429008462,19348284.81,HANCOCK COU,394.62185369974026,0.21100000000000002,10670942.95,3713.07263,482,241,17,953.288,856.6600000000001,429008.462,105.66710886699508,12825763.064,3159.054941871921,18131740,4465.945812807881,41625877,10252,19348284,4765,Rural,135900,53182,3003329,1208492.21282504,628698,931929.63,2259750.45,1651.7881773399015,32175533.08,7925.008147783251
2801770,2400,HARRISON COUNTY,96615855.78,6730.467138975967,74260959,22354896.78,30333828.196,22354896.78,14355,31.394760263462175,73342961,5109.227516544758,5173.177220480668,82795914,5767.740438871473,0,1047,1232,1180,1070,1093,1091,1141,1155,1253,1296,1087,832,784,0.3484,3413,624,256,5,294,104,24,77,579,40,486,22,332,5,5,2228,1083351007,56565734.38,HARRISON CO,457.24190532222747,0.226,30180940.03,13107.5533,1205,969,55,5001.282,3244.23,1083351.007,75.46854803204458,52462085.804000005,3654.6210939742255,60441017.22,4210.4505203761755,130826693,9113,56565734,3940,Rural,147400,51499,9073970,4185580.12706168,966721,3296698.16,7221819.76,1557.2899184952978,107134373.7,7463.209592476489
2801800,1820,HATTIESBURG,24377844.45,6647.898677392964,18737319,5640525.45,10077916.015999999,5640525.45,3667,151.6861202731426,18204749,4964.4802290700845,5109.713389691846,20890835,5696.982547041178,96,357,347,305,275,269,209,275,237,269,259,256,235,182,0.5398,1463,202,65,0,62,14,5,37,110,19,92,5,79,5,5,483,359925572,23641465.01,HATTIESBURG,24.174921168771405,0.33899999999999997,16408732.55,3235.37222,251,218,29,1979.4465999999998,1243.1129999999998,359925.572,98.15259667302972,10812918.984000001,2948.7098401963462,15250309.55,4158.79725934006,42378784,11556,23641465,6447,City,106900,33639,2403680,1061450.09985564,680291,828148.16,2079969.83,1538.1852877011181,27285962.439999998,7440.949670029997
2801830,1520,HAZLEHURST,8830033.95,6454.703179824561,6786948,2043085.9500000002,3159608.676,2043085.9500000002,1368,4.141842971712477,6715514,4909.001461988304,4961.2192982456145,7566985,5531.421783625731,39,101,98,89,125,83,97,123,66,131,105,116,90,84,0.5122,524,137,5,0,5,5,5,14,5,5,24,5,37,5,0,107,112843167,5442692.68,HAZLEHURST,330.28775097052744,0.317,4178602.9,1174.90906,47,58,10,700.6895999999999,433.656,112843.167,82.4876951754386,4407376.324,3221.7663187134503,5523899.05,4037.9379020467836,12229640,8939,5442692,3978,Town,89900,37137,661335,413062.27066,132461,309941.99,726902.32,1493.4838815789476,9866878.26,7212.630307017544
2801860,2500,HINDS COUNTY,33476825.19,6738.491382850242,25730985,7745840.19,12272488.311999999,7745840.19,4968,7.8649570458118365,25479863,5128.796900161031,5179.344806763285,28688297,5774.6169484702095,86,329,320,326,362,309,380,399,367,391,452,434,352,399,0.3017,1212,74,50,0,56,19,5,42,112,16,101,5,225,5,0,631,438303154,28401203.2,HINDS COUNT,631.6626996259956,0.204,10854508.62,4539.08777,393,222,21,1498.8456,1013.472,438303.154,88.22527254428341,16415808.688000001,3304.309317230274,20942456.81,4215.470372383253,54132188,10896,28401203,5716,Rural,149700,60334,2923802,1502575.543721,0,1141362.53,2780140.03,1559.1465760869567,37398327.75,7527.84375
2801890,7611,HOLLANDALE,4220933.064,7702.4325985401465,3280251,940682.064,940682.064,987459.1200000001,548,2.8730051809394253,3244025,5919.753649635037,5985.859489051095,3657256,6673.824817518248,40,33,29,32,45,49,36,30,46,47,47,35,37,32,0.7313,20,0,5,0,5,5,0,5,23,0,11,0,23,0,5,83,33595788,1852461.6,HOLLANDALE,190.74104134431565,0.366,4336243.53,486.931409,51,26,5,400.75239999999997,200.56799999999998,33595.788,61.306182481751826,2716573.9359999998,4957.251708029196,2669796.88,4871.892116788321,5132712,9366,1852461,3380,Rural,67300,32604,335956,153181.21180896,0,123415.81,327941.59,1716.5731094890511,4672290.464,8526.077489051095
2801950,4720,HOLLY SPRINGS,7304756.41,7126.591619512195,5614588,1690168.4100000001,2606961.5039999997,1690168.4100000001,1025,5.711054768038826,5870114,5726.940487804878,5477.646829268293,6259883,6107.202926829268,17,75,87,90,88,68,73,85,63,71,96,86,72,43,0.43,342,22,15,0,23,5,5,5,65,5,25,0,40,0,5,191,93105768,5233731.99,HOLLY SPRIN,179.47647879972698,0.32899999999999996,4063947.91,930.405556,128,55,10,440.75,337.22499999999997,93105.768,90.83489560975609,3652921.4960000003,3563.825849756098,4569714.59,4458.258136585366,10848319,10583,5233731,5106,Town,88900,36744,977384,314546.69534688,162627,236079.49,637854.36,1648.9447902439026,8178690.260000001,7979.210009756098
2800195,2611,HOLMES CONSOL,17320682.856,6808.444518867924,13771855,3548827.856,3548827.856,4145763.87,2544,3.362543650442076,13537544,5321.361635220126,5413.465015723271,15354681,6035.645047169812,101,188,176,170,203,134,161,223,174,202,213,220,188,182,0.5658,878,5,5,0,29,32,5,24,90,5,32,0,91,0,5,312,126743852,6609648.9,HOLMES CONS,756.5701042023762,0.433,20286509.1,2157.23261,210,98,10,1439.3952,1101.552,126743.852,49.820696540880505,11805853.144,4640.665544025157,11208917.129999999,4406.020884433962,20381503,8011,6609648,2598,Rural,60400,21504,1299812,731409.31790552,344157,569395.68,1331077.92,1394.9795031446542,19221156.456,7555.486028301887
2802040,2700,HUMPHREYS COUNTY,9611035.44,7962.746843413422,7387242,2223793.44,2416598.5760000004,2223793.44,1207,2.883267672983574,7296613,6045.246893123446,6120.333057166528,8236272,6823.754763877382,0,78,63,66,105,56,79,108,106,114,121,123,95,68,0.6359,641,0,5,0,5,5,5,21,67,5,22,0,62,5,5,210,86307092,3266347.3,HUMPHREYS C,418.6222497861288,0.433,4763728.07,1194.56182,134,58,15,767.5313,522.631,86307.092,71.50546147473074,5819673.424,4821.601842584921,6012478.5600000005,4981.340977630489,10653589,8826,3266347,2706,Town,69100,28962,906418,367458.94291916,234793,277451.84,608771.26,1842.413786246893,10497258.54,8696.983048881524
2802100,2900,ITAWAMBA COUNTY,24947841.548,7391.953051259259,20321707,4626134.5479999995,4626134.5479999995,6117476.4,3375,6.33538802246196,19941628,5908.630518518518,6021.246518518518,22657320,6713.28,0,283,271,256,248,258,227,249,285,268,234,269,230,217,0.1791,972,22,42,0,30,34,5,22,127,5,288,5,157,5,5,727,165219091,7590614.85,ITAWAMBA CO,532.7219087503436,0.159,7372394.53,3113.61667,314,396,15,604.4625,536.625,165219.091,48.953804740740736,18031185.452,5342.573467259259,16539843.6,4900.6944,27912321,8270,7590614,2249,Rural,87600,44567,2705112,991291.2717994,431103,774387.48,1986813.66,1370.7065327407406,27709042.688,8210.08672237037
2802160,3000,JACKSON COUNTY,58948082.61,6618.9178767123285,45308724,13639358.610000001,16684565.715999998,13639358.610000001,8906,17.340467993401976,44651755,5013.671120592859,5087.438131596677,50516143,5672.147204132046,0,622,676,645,613,664,642,690,709,713,791,697,686,589,0.1588,1959,190,123,0,102,48,14,37,212,36,224,5,457,5,5,1263,595877347,39052547.89,JACKSON COU,513.5962883694212,0.152,19167342.79,8023.70787,771,451,46,1414.2728,1353.712,595877.347,66.90740478329215,33831577.284,3798.7398701998654,36876784.39,4140.667459016394,84361271,9472,39052547,4384,Rural,146700,56700,4881551,2579227.0511712,675496,2053657.83,4357233.76,1531.4797451156526,65358974.199999996,7338.757489333034
2802190,2520,JACKSON PUBLIC,124713603.39,6665.612153393907,95857473,28856130.39,35388877.888000004,28856130.39,18710,179.73901008717698,97624406,5217.766221272047,5123.328327097809,106874557,5712.162319615179,800,1273,1357,1325,1473,1134,1365,1361,1046,1280,1775,1560,1339,1336,0.5392,5053,415,191,5,249,84,18,347,373,29,383,5,485,5,5,2181,1263888496,96927943.61,JACKSON PUB,104.09537690746866,0.401,67919104.22,16679.1833,1107,1028,44,10088.432,7502.71,1263888.496,67.55149631213256,71485679.11199999,3820.720422875467,78018426.61,4169.878493319081,192785416,10303,96927943,5180,City,89100,38399,10955513,5655999.46667,1437620,4155700.27,11759441.05,1542.2838262960984,140628744.71,7516.234351149119
2802250,3300,JEFF DAVIS COUNTY,9257900.23,7496.275489878542,7115815,2142085.23,2990386.364,2142085.23,1235,3.02406815418243,6801130,5506.987854251012,5761.793522267207,7933649,6424.007287449393,0,91,106,80,112,83,95,91,89,92,107,92,99,85,0.3773,508,5,18,0,14,5,5,5,58,5,30,5,71,5,0,209,106799513,5841123.54,JEFF DAVIS,408.39026669816826,0.37200000000000005,7500445.03,1128.20879,143,68,10,465.9655,459.4200000000001,106799.513,86.47733846153847,4943262.636,4002.6418105263156,5791563.77,4689.525319838056,12956938,10491,5841123,4729,Rural,94600,32116,911544,373889.82572456,250985,288437.71,823222.01,1734.481967611336,10369559.950000001,8396.404817813765
2802220,3200,JEFFERSON COUNTY,7594325.172,7144.238167450611,6075832,1518493.172,1518493.172,1829017.53,1063,2.044774724268764,5866334,5518.658513640639,5715.740357478833,6774139,6372.661335841956,38,83,81,72,73,69,82,79,74,79,100,90,56,66,0.5077,392,0,16,0,15,5,0,5,16,5,23,0,53,0,0,140,54231899,3264024.33,JEFFERSON C,519.8616685660282,0.429,7157999.7,935.093407,84,49,5,539.6851,456.027,54231.899,51.0177789275635,5255645.828,4944.163525870178,4945121.47,4652.042775164628,9339856,8786,3264024,3070,Rural,63400,25019,660344,303146.53469380003,176238,235845.75,568908.77,1428.497809971778,8399079.692,7901.297922859831
2802280,3400,JONES COUNTY,59440752.468,6973.340270764899,48754945,10685807.468,10685807.468,14676780.15,8524,12.532828035582142,49078756,5757.714218676678,5719.726067573909,54358445,6377.105232285312,213,624,688,620,597,641,573,626,628,652,679,672,560,556,0.2359,1977,587,123,0,105,73,14,64,290,88,343,5,470,5,5,1585,381635981,24411833.97,JONES COUNT,680.1338034639415,0.20600000000000002,18990452.13,7660.86304,865,622,98,2010.8116,1755.9440000000002,381635.981,44.77193582824965,43672637.532,5123.491029094322,39681664.85,4655.286819568278,73166778,8583,24411833,2863,Rural,102600,46981,6678155,2496790.02543584,718492,1923229.75,4166069.41,1253.61420319099,65530051.628000006,7687.711359455655
2802310,3500,KEMPER COUNTY,6795683.5600000005,7687.42484162896,5223304,1572379.56,9677971.520000001,1572379.56,884,1.1539308915126445,5063006,5727.382352941177,5908.714932126697,5823628,6587.814479638009,22,64,69,47,57,58,48,64,52,68,79,107,72,52,0.491,319,0,13,0,5,5,5,5,36,5,27,0,26,0,0,123,345641840,7984702.55,KEMPER COUN,766.0770731609392,0.38,4120973.57,806.191011,67,55,5,434.044,335.92,345641.84,390.997556561086,-3854343.5200000014,-4360.117104072399,4251248.4399999995,4809.104570135746,13208006,14941,7984702,9032,Rural,73600,31103,662251,267481.76264832,212390,200784.44,742557.09,1778.7099095022625,7739025.090000001,8754.55326923077
2802340,0420,KOSCIUSKO,14615525.923999999,6884.373963259538,11562251,3053274.9239999996,3053274.9239999996,3480603.2100000004,2123,13.88364053689658,11686571,5504.743758831842,5446.185115402732,12891123,6072.125765426284,126,150,149,149,130,139,160,187,141,172,185,147,110,161,0.3232,573,26,34,0,28,19,5,18,85,5,76,5,109,5,0,380,109045533,5823437.56,KOSCIUSKO,152.91378326585195,0.301,9306818.41,1876.07778,222,157,10,686.1536,639.023,109045.533,51.36388742345737,9837848.076000001,4633.936917569477,9410519.79,4432.651808761187,17385688,8189,5823437,2743,Town,97600,32570,1771548,642541.40936476,37629,459536.91,1279002.82,1438.1888478568062,16354065.654,7703.281042863871
2802370,3600,LAFAYETTE COUNTY,19521781.68,6797.27774373259,15004848,4516933.680000001,4986644.432,4516933.680000001,2872,5.265027287859731,14682761,5112.381963788301,5224.529247910864,16729384,5824.994428969359,88,209,223,193,212,172,210,218,207,238,233,241,176,211,0.1609,872,39,46,0,34,41,5,5,158,13,84,5,152,5,5,554,178094444,12444490.33,LAFAYETTE C,545.4862516329878,0.157,4294321.9,2487.40988,344,186,23,462.10479999999995,450.904,178094.444,62.01060027855153,11742739.568,4088.6976211699166,12212450.32,4252.245933147632,27449338,9557,12444490,4333,Town,149100,53438,1883710,811507.5966999601,343697,642089.47,1633197.08,1572.7484958217271,21797068.229999997,7589.508436629525
2802400,3700,LAMAR COUNTY,69392592.63,6752.879781043207,53336592,16056000.63,18456790.856,16056000.63,10276,18.4821098768896,57470339,5592.676041261191,5190.404048267808,59466669,5786.947158427403,256,785,759,698,727,684,761,721,775,815,923,849,712,639,0.186,3020,334,207,0,81,54,5,46,379,33,424,16,676,5,5,1926,659171102,38313782.71,LAMAR COUNT,555.9971274085605,0.16699999999999998,22842073.31,9204.80556,1136,752,43,1911.336,1716.0919999999999,659171.102,64.14666231996885,41009878.144,3990.840613468276,43410668.37,4224.471425652005,91650374,8918,38313782,3728,Rural,177100,60830,7523075,3018306.42710432,905221,2338823.16,5947122.84,1562.4757327753991,77678538.63,7559.219407356948
2802430,3800,LAUDERDALE COUNTY,41850914.352,7081.37298680203,32497008,9353906.352,9353906.352,9782627.040000001,5910,9.094489642445751,32009830,5416.21489001692,5498.6477157360405,36231952,6130.617935702199,79,451,471,407,404,394,421,428,447,428,496,506,427,439,0.2524,1942,96,111,0,84,43,5,32,185,32,183,5,198,5,5,893,334068084,17790339.4,LAUDERDALE,649.8440519869175,0.185,12958370.16,5234.47296,467,379,42,1491.684,1093.35,334068.084,56.52590253807106,26878045.648000002,4547.89266463621,26449324.96,4475.351093062606,50287347,8508,17790339,3010,Rural,114600,52855,3790720,1716854.16987404,890464,1350561.68,3226031.14,1582.7252710659898,46427507.172,7855.754174619289
2802460,3420,LAUREL,17382501.89,6409.477098082596,13360553,4021948.89,6061171.2,4021948.89,2712,185.55971238482408,15119073,5574.879424778761,4926.457595870206,14896107,5492.6648230088495,111,227,227,224,220,168,212,203,187,189,202,182,175,148,0.4761,419,194,39,0,29,32,5,27,87,20,84,5,101,5,5,424,216470400,14655250.7,LAUREL,14.615241450556374,0.336,8772059.28,2311.04469,217,192,30,1291.1832000000002,911.2320000000001,216470.4,79.81946902654867,8834935.8,3257.719690265487,10874158.11,4009.64532079646,28015803,10330,14655250,5403,Town,84700,31481,1752686,818523.83752272,182120,603054.54,1369722.14,1483.0195022123894,19355278.57,7136.902127581121
2802490,3900,LAWRENCE COUNTY,12535055.8,7390.952712264151,9634705,2900350.8000000003,3469638.06,2900350.8000000003,1696,3.9392133131142626,9340471,5507.353183962264,5680.840212264151,10742040,6333.75,0,146,128,121,137,110,133,124,106,140,146,158,119,102,0.3284,581,17,27,5,34,5,5,16,96,5,34,0,66,5,5,294,123915645,7374467.95,LAWRENCE CO,430.5428178651175,0.257,4744510.8,1567.43825,196,87,20,556.9664,435.872,123915.645,73.06346992924529,7272401.9399999995,4287.972841981132,7841689.199999999,4623.6375,17009172,10028,7374467,4348,Rural,94800,41914,1246734,517424.265804,300491,394790.36,1079159.01,1710.1125000000002,14009005.17,8260.026633254716
2802520,4000,LEAKE COUNTY,18517969.044,7313.573872037915,14786799,3731170.044,3731170.044,4451293.98,2532,4.344414921585149,14271744,5636.549763033176,5839.968009478673,16486274,6511.166666666667,0,200,214,182,170,164,183,153,179,221,230,214,146,178,0.3133,703,273,41,0,84,19,5,24,53,13,104,5,102,0,0,445,133256073,5407327.41,LEAKE COUNT,582.8172597925218,0.289,10802074.2,2305.08907,239,198,13,793.2756,731.7479999999999,133256.073,52.62878080568721,12755103.956,5037.560804107425,12034980.02,4753.151666666667,20194126,7975,5407327,2135,Town,83300,37096,2171897,753334.28731416,330948,585523.89,1380629.13,1473.6058625592418,20484122.064,8090.095601895734
2802550,4100,LEE COUNTY,44463018.424,7054.2627993019205,34181820,10281198.424,10281198.424,10289808.540000001,6303,20.458006274803886,33279992,5280.024115500555,5423.103284150405,38110402,6046.39092495637,0,501,507,496,465,426,464,476,487,499,522,530,428,433,0.246,1605,125,84,0,87,36,5,39,227,11,141,5,341,5,5,984,367185658,23825813.85,LEE COUNTY,308.0945384087982,0.196,12212271.08,5627.86111,655,310,21,1550.538,1235.3880000000001,367185.658,58.25569696969697,27829203.575999998,4415.231409804855,27820593.46,4413.86537521815,58007633,9203,23825813,3780,Rural,121200,49723,3681223,1827354.36881476,540267,1458784.26,3866068.97,1631.1595151515153,49787871.654,7899.0753060447405
.,4225,LEFLORE LEGACY,2275149.455223821,9440.4541710532,1790227,484922.4552238213,484922.4552238213,538914.87,241,Inf,1703264,7067.485477178423,7428.327800829876,1995981,8282.078838174273,0,0,0,0,0,0,0,89,5,87,0,0,0,0,0.5622,5,0,0,0,0,5,0,5,5,5,5,0,11,0,0,22,17318659.115136474,772039.69,LEFLORE LEG,0,0.473,1012642.76,180.584932,16,15,5,135.49020000000002,113.993,17318.659115136474,71.86165607940445,1511058.5447761787,6269.952467950949,1457066.13,6045.917551867219,NA,NA,NA,NA,NA,NA,NA,46028,98796.61876488,0,55396.87,56793.29,2012.1263702233248,2387339.6152238213,9905.973507152785
2802610,7612,LELAND,4912078.85,7017.255499999999,3775526,1136552.85,1821726.508,1136552.85,700,3.6728497041148813,3691126,5273.0371428571425,5393.608571428572,4209455,6013.507142857143,42,43,40,50,54,44,57,55,53,66,54,43,45,29,0.5896,248,0,5,0,5,5,0,15,36,5,5,0,27,0,0,90,65061661,3894638.12,LELAND,190.5877061116207,0.305,5355699.91,631.15,68,30,5,412.72,213.5,65061.661,92.94523,2387728.492,3411.040702857143,3072902.15,4389.860214285714,7670164,10957,3894638,5563,Town,72000,38088,403540,196738.47161756,139560,152867.31,437800.07,1623.6469285714288,5502746.2299999995,7861.066042857142
2802640,4300,LINCOLN COUNTY,19940104.652,7134.205599999999,16621900,3318204.652,3318204.652,5003717.49,2795,6.414606713935994,16291711,5828.876923076923,5947.0125223613595,18532287,6630.514132379249,0,218,247,188,207,207,218,221,227,219,240,237,176,171,0.2343,1000,12,22,0,19,12,5,27,122,5,58,0,167,5,5,437,118507309,6118841.939999999,LINCOLN COU,435.7242968501481,0.204,4856062.13,2580.22472,308,124,15,654.8685,570.18,118507.309,42.39975277280858,15214082.348000001,5443.321054740609,13528569.51,4840.275316636851,22740741,8136,6118841,2189,Rural,95000,50288,1605913,815307.9485986,325768,649101.73,1383288.63,1187.1930776386403,21972495.012,7861.357786046511
2802670,2422,LONG BEACH,21188282.544,7233.964678729942,16936883,4251399.544,4251399.544,5098537.17,2929,180.4985717233992,17060468,5824.6732673267325,5782.479685899624,18883471,6447.071013997952,37,194,226,211,178,214,242,216,199,245,269,237,208,205,0.2292,657,48,60,0,74,30,5,16,95,14,105,5,109,0,5,511,151835698,10147927.49,LONG BEACH,16.227275219044266,0.171,10563525.94,2663.46667,278,221,19,671.3267999999999,500.85900000000004,151835.698,51.838749743939914,14632071.456,4995.5860211676345,13784933.83,4706.361840218505,27084810,9247,10147927,3464,Suburb,151300,53491,2371597,852141.64659312,222298,668969.81,1432179.55,1451.4849928303174,23289431.904,7951.325334243769
2802700,8020,LOUISVILLE,18087918.67,7169.2107292905275,13902751,4185167.6700000004,4553163.888,4185167.6700000004,2523,4.155359423044693,13490290,5346.9242964724535,5510.404676971859,15500621,6143.726119698771,39,173,208,176,155,145,184,163,214,234,212,206,189,185,0.3781,958,5,22,0,30,5,5,11,57,5,33,5,110,0,5,288,162612996,8706891.66,LOUISVILLE,607.1676943294018,0.3,8989137.49,2317.5366,197,81,10,953.9463,756.9,162612.996,64.45223781212843,10947457.112,4339.063460959175,11315453.33,4484.920067380103,22609642,8961,8706891,3451,Town,84900,34724,1458545,767365.87391684,483678,574304.27,1500172.7,1658.8060523186684,20162395.64,7991.437035275466
2802730,4400,LOWNDES COUNTY,36251293.08,6890.570819235886,27863499,8387794.080000001,14721070.056,8387794.080000001,5261,11.971104316286183,27400597,5208.248812012926,5296.236266869417,31065904,5904.942786542482,133,366,424,356,356,354,401,355,421,403,482,401,341,389,0.2349,1571,29,77,0,74,42,5,25,181,20,161,5,282,5,5,874,525752502,32506676.7,LOWNDES COU,439.47491066823557,0.182,11894740.24,4739.23333,537,315,30,1235.8089,957.502,525752.502,99.9339482988025,16344833.944,3106.7922341760122,22678109.919999998,4310.608234176012,60370175,11475,32506676,6178,Rural,139400,61457,3521717,1550810.29741144,514790,1197694.37,2670741.77,1594.3345523664705,40119729.22,7625.875160615852
