dist_id,district,total_enroll,geoid,local_diff_pp,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,totalEnrollment,assessed_value,local_revenue,sq_miles,stpov_rate,federal_revenue,total_ada,ada_addon_fy24,teacher_addon_fy24,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,direct_cert_pct,ell_enroll,vocational_enroll,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,sped_enroll,sparsity_multiplier,students_sq_mile,matt_wsf_pp,matt_wsf_total
8020,LOUISVILLE,2523,2802700,1646.3373412604042,20530391.858,8137.293641696393,15977227.97,4553163.888,4553163.888,4745276.4519,4.155359423044693,13490290,5346.9242964724535,6332.630982956797,17575097.97,6965.952425683709,39,173,208,176,155,145,184,163,214,234,212,206,189,185,2523,162612996,8706891.66,607.1676943294018,0.3,8989137.49,2317.5366,574304.27,1500172.7,953.9463,756.9,162612.996,64.45223781212843,13021934.082,5161.289766944114,12829821.5181,5085.145270749108,22609642,8961,8706891,3451,Town,84900,34724,1458545,767365.87391684,483678,1804.662658739596,0.38,14,806,207,94,8,309,0.04,3.981,8669,21873112
4400,LOWNDES COUNTY,5261,2802730,4385.133275460939,41164206.9778,7824.4073327884435,31731935.14,9432271.8378,14721070.056,9432271.8378,11.971104316286183,27400597,5208.248812012926,6031.540608249383,34934340.14,6640.247127922448,133,366,424,356,356,354,401,355,421,403,482,401,341,389,5261,525752502,32506676.7,439.4749106682356,0.182,11894740.24,4739.23333,1197694.37,2670741.77,1235.8089,957.502,525752.502,99.9339482988025,20213270.084,3842.096575555978,25502068.3022,4847.380403383388,60370175,11475,32506676,6178,Rural,139400,61457,3521717,1550810.29741144,514790,1792.866724539061,0.23,44,1424,558,321,32,911,0,11.488,8308,43710194
4500,MADISON COUNTY,13162,2802790,4436.726189044218,100539377.6398,7638.609454475005,77528597.74000001,23010779.899800003,43065030.428,23010779.899800003,24.987582801714243,65947698,5010.461783923416,5890.335643519223,85225110.74000001,6475.088188725119,85,888,1009,942,929,917,1001,943,978,1038,1151,1128,992,916,13162,1538036801,81414049.97,526.7416262087198,0.101,18540132.69,11965.6851,3033504.59,7529248.15,1684.736,1329.362,1538036.801,116.8543383224434,42160080.31200001,3203.1667156967032,62214330.84020001,4726.814377769337,148379894,11273,81414049,6185,Suburb,228300,83293,6936614,3809644.23340488,1200043,1748.273810955782,0.13,722,4686,803,843,79,1725,0,23.128,8074,106271475
4600,MARION COUNTY,1904,2802820,1470.3465441176472,16065281.569999998,8437.64788340336,13228981.39,2836300.1799999997,2836300.1799999997,3935226.6153,3.999376131653976,11385341,5979.695903361345,6947.994427521007,14574913.39,7654.891486344537,40,144,147,119,138,116,128,166,148,175,177,154,120,114,1904,101296435,5635882.7,476.0742519140315,0.27399999999999997,9011834.97,1727.22803,436162.7,1082127.69,614.8016,521.6959999999999,101296.435,53.20190913865546,11738613.21,6165.238030462185,10639686.7747,5588.070785031512,17346573,9110,5635882,2960,Rural,86200,32855,1346342,567705.08742668,483338,1489.6534558823528,0.32,8,732,267,100,2,369,0.043,3.732,8929,17001687
4700,MARSHALL COUNTY,2777,2802850,1980.0644291321569,21643019.9703,7793.669416744688,16686253.89,4956766.0803000005,9647182.244,4956766.0803000005,5.273335491402194,13925285,5014.506661865323,6008.733845876845,18358392.89,6610.872484695715,0,213,223,189,234,185,239,216,175,217,272,208,197,160,2777,344542223,10457297.79,526.6116681799792,0.278,9336823.97,2487.44911,640687.01,1496618.88,795.8882000000001,772.0060000000001,344542.223,124.06993986316168,8711210.646000002,3136.9141685271884,13401626.8097,4825.936913827873,25006245,9004,10457297,3765,Rural,113500,46662,1722545,806245.6398436,195664,1784.9355708678431,0.29,251,785,214,139,17,370,0.03,5.025,8599,23879310
5720,MCCOMB,2140,2802880,2162.033589859813,17066555.6277,7975.025994252337,13158987.51,3907568.1177,3973191.964,3907568.1177,48.53163931791994,11284482,5273.1224299065425,6149.059584112149,14472474.51,6762.8385560747665,61,153,181,162,165,138,135,161,128,201,177,169,132,126,2140,141899713,8534905.3,44.09494569061098,0.37200000000000005,9335373.91,1879.98276,478937.5,1251661.01,1095.466,796.0800000000002,141899.713,66.30827710280373,10499282.546,4906.2067971962615,10564906.3923,4936.872145934579,19963294,9328,8534905,3988,Town,96100,28571,1699242,655404.0700184,396130,1825.966410140187,0.51,0,631,161,133,7,301,0,44.827,8835,18906017
3820,MERIDIAN,4614,2802910,3154.123559297789,34468573.517400004,7470.432058387517,26583817.62,7884755.897400001,10295364.352,7884755.897400001,85.86799935428624,23010848,4987.179887299523,5761.555617685306,29202799.62,6329.172002600781,169,342,368,370,423,250,318,382,259,324,353,366,304,256,4614,367691584,22438180.79,53.73363808050205,0.363,17171470.7,4011.7486,1024257.75,2772313.87,2781.7806,1674.882,367691.584,79.6904169917642,18907435.268,4097.840326831382,21318043.7226,4620.295561898569,45225426,9801,22438180,4863,Town,83300,32422,3002434,1390905.5237884,469928,1708.8764407022109,0.6,58,1057,227,425,33,685,0,51.575,9242,42640498
2525,MIDTOWN PUBLIC CHARTER,360,.,NA,2815134.768674078,7819.818801872439,2277965.27,537169.498674078,537169.498674078,679988.3229,Inf,1796056,4989.044444444445,6327.681305555556,2518475.27,6995.764638888889,0,0,0,0,0,23,33,97,63,68,0,0,0,0,284,19184624.952645645,1066233.8,0,0.401,775995.33,211.281081,65214.04,120124.23,207.75599999999997,144.36,19184.624952645645,53.29062486846013,1981305.771325922,5503.627142572006,1838486.9471,5106.908186388889,NA,NA,NA,NA,NA,NA,NA,80150,107764.05297884,0,1492.1374963168837,0.58,0,0,35,34,0,69,0.047,3.326,9577,3447850
4800,MONROE COUNTY,2119,2802940,875.9542935346863,17797772.792,8399.137702689948,14074592.94,3723179.852,3723179.852,4180705.3638,5.3506959268187595,12254150,5782.987258140633,6642.091996224634,15484093.94,7307.264719207173,0,159,169,162,143,169,130,141,174,161,186,179,143,163,2119,132970709,5580181.42,396.0232517379931,0.154,4217787.34,1931.62778,490390.86,1320409.08,307.4669,326.326,132970.709,62.75163237376121,11760914.088,5550.219012741859,11303388.5762,5334.303245021236,17843974,8420,5580181,2633,Rural,102700,46754,1801989,624709.47086344,515714,1757.0457064653135,0.15,5,723,280,119,13,412,0.028,5.219,8482,17972460
3020,MOSS POINT,1569,2803000,4014.86210917782,15350276.7607,9783.477858954748,11832362.41,3517914.3507000003,4780407.772,3517914.3507000003,15.13929963563353,10544373,6720.441682600383,7541.339968132568,13029312.41,8304.214410452518,21,128,127,118,107,109,114,129,121,128,110,134,103,94,1569,170728849,9817268.919999998,103.63755508920823,0.297,10835532.81,1360.7095,362300.21,1055633.2,834.7080000000001,465.993,170728.849,108.81379796048438,8248904.638,5257.428067558955,9511398.0593,6062.076519630337,20231697,12894,9817268,6257,Suburb,94200,41902,1283115,461588.80831628,330910,2242.13789082218,0.53,63,553,137,115,2,254,0,14.587,9096,14272134
0617,N. BOLIVAR CONS,780,2800186,1606.5969487179486,7540950.29,9667.884987179486,6524295.91,1016654.38,1016654.38,1942011.6957000005,3.782567737887613,5777924,7407.594871794872,8364.481935897436,7192635.91,9221.32808974359,0,52,49,55,63,58,72,73,77,60,71,61,5,47,780,36309085,2269876.21,206.2091293666015,0.605,5382890.59,752.995912,181851.33,527345.58,468.234,471.9,36309.085,46.55010897435897,6175981.53,7917.925038461539,5250624.2143,6731.569505512821,8084975,10365,2269876,2910,Rural,66600,24072,452787,246433.93522288,232073,1303.4030512820514,0.6,4,338,74,29,3,106,0.045,3.524,9430,7355100
7011,N. TIPPAH,1286,2803270,1517.7038227060652,10034672.964,7803.011636080871,8701996.08,1332676.884,1332676.884,2588901.2316,6.591795771029581,7718495,6001.940124416797,6766.715458786936,9588523.08,7456.0832659409025,40,94,113,103,103,77,72,110,92,89,101,97,94,83,1286,47595603,3285728.73,195.09099563610084,0.257,4015698.98,1149.93333,292645.07,695852.01,228.1364,330.502,47595.603,37.01057776049767,8255846.196,6419.787088646967,6999621.8484000005,5442.940784136859,10999227,8553,3285728,2554,Rural,81900,36925,895049,378274.64059772,59502,1036.2961772939348,0.18,1,424,249,66,2,317,0.018,6.233,8600,11059887
0130,NATCHEZ-ADAMS,2842,2803030,3335.2717904644614,23068438.0215,8116.973265833919,17785932.45,5282505.571500001,8975601.04,5282505.571500001,6.147788994401961,14958555,5263.390218156228,6258.245056298381,19564835.45,6884.178553835327,5,211,254,207,246,181,189,214,188,192,213,206,200,210,2842,320557180,14761348.69,462.2800168626252,0.355,11681465.56,2595.44725,654711.54,1653340.91,1340.8556,1008.91,320557.18,112.79281491907108,10589234.41,3725.979736101337,14282329.8785,5025.450344299788,30239228,10640,14761348,5194,Town,92100,29936,2264097,827001.6833031999,271731,1858.7282095355383,0.47,5,772,310,177,9,496,0.022,5.836,9037,25684151
5000,NESHOBA COUNTY,3038,2803060,772.3748387096773,25738351.200000003,8472.136668861094,22239713.96,3498637.24,3498637.24,6628877.989200001,5.748375346656347,19744138,6499.057932850559,7320.511507570771,24551399.96,8081.435141540487,40,239,250,220,187,216,208,204,241,249,262,249,222,204,3038,124951330,5845157.82,528.4971521157036,0.281,15123730.02,2718.44134,692577.75,1433615.21,858.8426000000001,853.6780000000001,124951.33,41.12947004608295,21052762.72,6929.809980250164,17922521.9708,5899.447653324556,25958678,8544,5845157,1924,Town,83300,40115,2625575,903592.28920768,304320,1151.6251612903227,0.28,6,1064,432,149,19,600,0.023,5.692,8692,26407708
4111,NETTLETON,1112,2803090,1111.3625287769785,8789065.658000002,7903.836023381296,7534020.790000001,1255044.868,1255044.868,2239860.8133000005,11.342668168121282,6901220,6206.13309352518,6775.198552158275,8295780.790000001,7460.234523381296,0,80,90,66,80,83,85,84,92,105,100,77,80,78,1112,44823031,2491966.27,98.03689780199078,0.222,2793832.13,1060.01667,258518.73,647574.06,294.7912,246.864,44823.031,40.30848111510792,7040735.922000001,6331.597052158275,6055919.9767000005,5445.9712020683455,9119894,8201,2491966,2240,Rural,89200,39620,736190,339687.55367964,96437,1128.6374712230215,0.27,13,336,128,61,11,200,0,10.921,8431,9375516
7320,NEW ALBANY,2114,2803120,2403.000013245033,16627582.752,7865.460147587512,13621474.78,3006107.972,3006107.972,4050099.0306000006,27.529134906579134,12210763,5776.141438032167,6443.460160832546,15000366.78,7095.726953642385,39,194,183,156,163,159,144,146,154,171,164,150,140,120,2114,107360999,8088117.23,76.79137056699805,0.225,4842368.61,1924.71508,482677.38,1141325.4,465.2913999999999,475.65,107360.999,50.785713812677386,11994258.808000002,5673.726966887418,10950267.7494,5179.880676158941,20085589,9501,8088117,3825,Rural,106800,45216,1685398,617693.23004068,414684,1421.9999867549668,0.22,198,711,282,123,3,408,0,27.412,8484,17934777
5100,NEWTON COUNTY,1688,2803150,1445.1336611374406,13548095.05,8026.122659952607,11485584.67,2062510.38,2062510.38,3416841.2709000004,4.169815704645208,10087533,5976.0266587677725,6804.256321090047,12654967.67,7497.0187618483405,20,143,148,110,103,107,116,118,126,147,145,132,114,129,1688,73661085,4501917.6,404.81405404069886,0.235,5342700.56,1518.53889,386375.64,924635.03,329.8352,396.6799999999999,73661.085,43.638083530805694,10592457.29,6275.152422985781,9238126.3991,5472.823696149289,14676491,8694,4501917,2667,Rural,88600,36958,1271315,497838.04333628,194110,1221.8663388625594,0.2,0,397,100,120,4,224,0.041,3.926,8405,14187917
5130,NEWTON MUNICIPAL,816,2803180,2393.810338235294,6963575.964000001,8533.794073529412,5369773.2,1593802.7640000002,2037048.356,1593802.7640000002,5.953516099013701,4758267,5831.20955882353,6580.604411764706,5902973.2,7234.035784313725,21,52,61,53,68,49,85,54,61,64,70,58,41,79,816,72751727,3547304.45,137.06186166779392,0.34700000000000003,5411990.16,781.055556,185357.46,545151.74,340.68,283.15200000000004,72751.727,89.15652818627451,3865924.844000001,4737.65299509804,4309170.436,5280.846122549019,8186568,10032,3547304,4347,Town,83400,32047,649367,245849.47224836,167684,1953.1896617647064,0.42,0,263,75,55,5,135,0.023,5.669,8961,7312135
5411,NORTH PANOLA,1219,2803210,2018.1457378178832,9658508.6256,7923.304861033635,7448639.28,2209869.3456,2455136.796,2209869.3456,4.086010916015262,6466593,5304.834290401969,6110.4505988515175,8184701.28,6714.27504511895,19,79,86,77,129,71,98,98,83,98,126,87,81,80,1219,87683457,4670309.41,298.33498369328555,0.409,3902052.18,1058.11111,277685.58,766625.7,604.5021,498.571,87683.457,71.93064561115668,5729564.484,4700.216968006563,5974831.9344,4901.420782936833,11074637,9085,4670309,3831,Rural,70900,34544,897728,366289.12192728,287541,1812.8542621821168,0.5,0,295,98,76,2,176,0.044,3.64,9152,11156512
5711,NORTH PIKE,2245,2803240,1426.9629309576835,17695491.009999998,7882.178623608017,15326932.79,2368558.22,2368558.22,4563440.8533,17.84537011819581,13545933,6033.823162583519,6827.141554565701,16901632.79,7528.566944320712,0,142,162,166,145,181,195,189,166,185,193,196,146,148,2245,84591365,5573192.04,125.80293852862786,0.265,10739904.63,2039.74444,517504.94,1108270.85,719.747,594.9250000000001,84591.365,37.67989532293987,14533074.569999998,6473.529875278396,12338191.9367,5495.85386935412,19274349,8585,5573192,2482,Town,115600,41738,1752940,648680.50820432,289277,1055.0370690423165,0.32,0,598,268,113,7,388,0,17.112,8407,18872916
5200,NOXUBEE COUNTY,1397,2803300,1417.971679312813,11119638.034000002,7959.654999284182,8870428.47,2249209.564,2249209.564,2641669.8669000003,2.0098901424649593,7611610,5448.5397279885465,6349.626678596994,9783962.47,7003.552233357194,59,115,103,86,113,88,103,92,96,112,120,111,90,88,1397,80328913,4230854.86,695.062864623386,0.39,6357876.46,1222.77222,314383.08,607567.39,780.0848,544.83,80328.913,57.50101145311382,7534752.906,5393.523912670007,7142292.6031,5112.593130350751,12179332,8718,4230854,3028,Rural,59700,33784,1008651,406631.3878546,178319,1610.028320687187,0.56,23,469,80,87,7,174,0.061,1.858,9516,13294017
3021,OCEAN SPRINGS,5861,2803360,2131.56968844907,45398272.146,7745.82360450435,35842320.089999996,9555952.056,9555952.056,10655232.7743,171.81972295410745,32652796,5571.198771540693,6115.39329295342,39463825.09,6733.2921156799175,0,363,436,402,411,429,420,470,484,466,499,498,459,417,5861,341284002,22054499.37,34.11133424749763,0.111,10502145.76,5350.99441,1360846.33,2971475.76,700.9756,650.571,341284.002,58.229653983961775,29907873.03399999,5102.861804128987,28808592.315699995,4915.30324444634,53564497,9139,22054499,3762,Suburb,169400,69055,3772239,1726500.94160356,666214,1630.43031155093,0.12,96,1700,569,370,47,986,0,192.564,8116,47569435
0921,OKOLONA,511,2803390,1960.0426301369864,4719066.236,9234.963279843443,3932659.02,786407.216,786407.216,1168111.8054,4.376051144357698,3344631,6545.26614481409,7696.00590998043,4326340.02,8466.4188258317,0,37,32,35,40,32,53,42,40,41,43,5,44,39,511,28085972,1788241.29,116.77194418965205,0.315,2487390.65,485.8915,118974.71,388343.31,217.686,160.965,28085.972,54.96276320939335,3539932.8039999995,6927.461455968688,3158228.2145999996,6180.485742857142,5213582,10202,1788241,3499,Rural,73300,34412,423757,152304.06982576,245521,1538.9573698630138,0.43,0,223,56,39,6,101,0.036,4.383,9369,4787794
3620,OXFORD,4766,2803450,6509.428924821653,33785559.834300004,7088.871136026019,26047620.090000004,7737939.744300001,17257134.832,7737939.744300001,55.338644048835015,22805461,4785.031682752832,5465.300060847671,28659036.090000004,6013.226204364248,213,339,403,398,329,355,337,334,333,361,339,357,318,297,4766,616326244,38762587.56,86.12426419039325,0.153,9080889.16,4136.77778,1053475.51,2272725.58,824.9946,729.198,616326.244,129.31729836340745,11401901.258000003,2392.341850188838,20921096.345700003,4389.6551291859005,61484006,12900,38762587,8133,Rural,241700,48668,2226845,1382428.57305076,478640,1623.571075178347,0.17,444,1355,472,201,20,693,0,47.305,8108,38642691
3022,PASCAGOULA,6565,2803480,6147.93386399086,51906812.45290001,7906.597479497335,40036858.27,11869954.182900002,28618271.808,11869954.182900002,91.97136281334885,33383043,5085.002741812643,6098.5313434881955,43962793.27,6696.541244478294,97,464,522,446,483,449,459,482,502,466,572,559,456,468,6565,1022081136,52236402.87,71.38091465843918,0.259,23446694.79,5947.53333,1500390.35,4377684.92,2338.453,1700.335,1022081.136,155.68638781416604,15344521.462,2337.3223856816453,32092839.0871,4888.475108469154,86395185,13159,52236402,7956,City,120700,44005,4298928,1924408.33917016,972749,1808.0661360091397,0.36,595,1775,467,368,60,895,0,96.871,8542,56077106
2423,PASS CHRISTIAN,1944,2803510,4852.890608333333,14792634.277399998,7609.379772325102,11405973.62,3386660.6574,6409989.712,3386660.6574,33.32405716240986,9716282,4998.0874485596705,5867.270380658436,12543187.62,6452.257006172839,53,124,126,152,126,130,125,126,145,171,157,172,148,154,1944,228928204,12821808.87,58.33623410635808,0.185,5104203.89,1797.82778,431487.86,1079808.76,531.2952,359.64,228928.204,117.7614218106996,6133197.907999999,3154.9371954732505,9156526.9626,4710.147614506173,22716485,11685,12821808,6595,Suburb,170700,54279,1145622,578229.0011394001,59475,1742.1093916666666,0.27,24,347,146,129,14,289,0,32.23,8267,16070550
6120,PEARL,4216,2803520,2171.1547267552182,32090810.672,7611.672360531309,25328999,6761811.672,6761811.672,7531202.340000001,164.80810330995826,21413125,5079.014468690702,6007.827087286528,27893342,6616.067836812144,5,343,315,302,284,300,285,316,326,359,375,349,254,284,4216,241493274,15918153.37,25.5812664263897,0.202,8569410.22,3639.4581,949460.29,2067694.71,1034.6064,851.632,241493.274,57.28018833017078,21131530.328,5012.222563567363,20362139.66,4829.729520872866,38229997,9067,15918153,3775,Suburb,120700,49944,2972443,1190074.91630636,205305,1603.8452732447818,0.25,201,1140,431,270,13,714,0,44.099,8381,35334708
5500,PEARL RIVER COUNTY,3284,2803540,1409.928598051157,24655720.754,7507.832141900122,20777082.27,3878638.484,3878638.484,6182812.6929,24.66838722208647,18704227,5695.562423873325,6326.760739951279,22899306.27,6972.99216504263,0,256,262,228,247,207,265,261,236,263,275,273,232,218,3284,138522803,8511724.03,133.12584930804556,0.154,5974656.55,2896.71186,759427.99,1552602.28,700.4771999999999,505.736,138522.803,42.18112149817296,19020667.786,5791.920763093787,16716493.5771,5090.284280481121,26976776,8214,8511724,2591,Rural,156400,63540,2106212,974628.25924712,279225,1181.071401948843,0.21,53,777,296,175,20,491,0,24.835,8140,26733346
5600,PERRY COUNTY,933,2803570,2420.9884289389065,8328817.3358,8926.921045873527,6421754.54,1907062.7958,2967449.156,1907062.7958,1.7813553107133002,5497981,5892.798499464095,6882.9094748124335,7063195.54,7570.413226152197,0,80,83,57,66,72,73,71,67,77,70,91,61,5,933,105980327,4166449.57,523.7585081363711,0.27699999999999997,4325843.59,876.65,216445.16,624258.38,353.79359999999997,258.441,105980.327,113.59091854233657,4095746.384,4389.867506966774,5156132.7442,5526.401655091104,9747500,10447,4166449,4465,Rural,85800,46063,736061,278590.13933556003,302157,2044.0115710610935,0.38,0,381,115,56,3,174,0.063,1.698,9294,8671600
1821,PETAL,4392,2803530,1679.0364936247724,34565258.42,7870.049731329691,28192626.7,6372631.72,6372631.72,8390939.769000001,46.874878406649714,24877657,5664.3117030965395,6419.0862249544625,31077554.7,7075.945969945355,57,343,364,314,306,322,321,303,355,383,385,322,293,264,4392,227593990,13747527.52,93.69624304725548,0.16,8976629.82,3949.07303,1004389.68,2087050.02,863.4671999999999,702.72,227593.99,51.8201252276867,24704922.98,5624.982463570128,22686614.931,5165.440558060109,38848714,8845,13747527,3130,Suburb,150300,55825,3319103,1246494.8367686,532536,1450.9635063752276,0.2,157,1140,567,361,27,955,0,48.733,8543,37519965
5020,PHILADELPHIA,829,2803600,2319.0636164053076,6803367.862,8206.71635946924,5245729.6,1557638.262,1720536.524,1557638.262,130.92389752429267,4337170,5231.809408926418,6327.779975874547,5769030.6,6959.023642943304,42,75,50,73,51,57,52,56,58,77,71,62,46,59,829,61447733,3480176.95,6.33192270987946,0.324,2932252.84,715.505196,183721.27,508866.33,418.9766,268.596,61447.733,74.12271773220748,4048494.0759999994,4883.587546441495,4211392.3379999995,5080.087259348612,8033318,9690,3480176,4198,Town,90100,31753,797542,241464.6573752,0,1878.9363835946924,0.51,4,101,109,78,2,189,0,66.101,9202,7628371
5520,PICAYUNE,3431,2803630,1723.4433016613234,24735855.522,7209.517785485281,19433050.49,5302805.032,5302805.032,5779665.492300001,18.140619276500654,16298497,4750.363450888954,5663.961087146605,21406168.49,6239.0464849898,264,249,271,232,254,219,210,241,230,270,278,268,217,157,3431,189385894,11216053.57,189.1335652716396,0.257,14487290.68,2755.9,727405.32,1537937.17,1241.6789,881.767,189385.894,55.1984535120956,16103363.458000002,4693.489786651123,15626502.997700002,4554.503934042554,28383761,8272,11216053,3269,Town,118900,40645,2053953,969073.62338208,418962,1545.5566983386766,0.36,154,978,316,175,21,512,0,15.649,8496,29149986
5820,PONTOTOC CITY,2302,2803690,1114.0982623805385,18008271.93,7822.880942658558,15570680.13,2437591.8000000003,2437591.8000000003,4628536.3251,22.966341525852023,13302772,5778.788879235447,6763.979205039097,17142727.13,7446.884070373588,35,199,200,168,169,137,178,170,152,213,198,170,146,127,2302,87056850,5004069.66,100.2336396246985,0.207,6264580.39,2056.68333,531061.98,1361549.15,536.366,476.5139999999999,87056.85,37.81791920069505,14705135.329999998,6387.982332754126,12514190.804899998,5436.225371372719,18682138,8115,5004069,2173,Town,117400,45621,1753237,671774.403562,107904,1058.9017376194615,0.23,271,670,367,182,5,554,0,21.934,8788,20230251
5800,PONTOTOC COUNTY,3466,2803660,1239.286708597807,27092986.648,7816.787838430467,23763154.38,3329832.268,3329832.268,7072592.0526,8.719246463019335,20904769,6031.381708020774,6856.0745470282745,26194785.38,7557.641482977496,0,301,295,279,258,251,272,249,266,264,271,255,213,231,3466,118922581,7625327.65,397.5114150861816,0.212,9778673.22,3107.49162,803371.5,1802644.88,670.3244,734.792,118922.581,34.31118897864974,22864953.112,6596.928191575303,19122193.3274,5517.078282573571,28782465,8304,7625327,2200,Rural,100600,44126,2551894,1014969.6301316,522068,960.7132914021928,0.19,216,920,382,181,18,581,0,8.777,8229,28521032
5530,POPLARVILLE,1909,2803720,1722.3499800942902,15019911.278,7867.947238344684,11823004.39,3196906.888,3196906.888,3517493.9553000005,3.903878108474209,10154245,5319.143530644316,6193.297218438974,13027755.39,6824.387317967523,17,155,163,128,140,144,140,156,134,154,153,161,123,113,1909,114175246,6485300.35,489.000923429475,0.2,5764252.08,1642.64045,437097.67,903606.72,446.8969,381.8,114175.246,59.80892928234678,9830848.502,5149.737298061813,9510261.4347,4981.8027421162915,16967600,8888,6485300,3397,Rural,124400,46111,1222569,534963.52529664,242338,1674.6500199057098,0.23,0,549,184,134,12,330,0.042,3.777,8709,16624861
5900,PRENTISS COUNTY,2278,2803750,1193.6596172080772,18810524.852,8257.47359613696,16315339.46,2495185.392,2495185.392,4851778.6242,6.109987156360961,14130501,6203.029411764706,7162.133213345039,17969550.46,7888.301343283582,88,172,187,160,146,147,192,177,178,172,198,172,118,157,2278,89113764,5215941.45,372.83220761412383,0.191,8944435.26,2029.40546,510258.94,1412112.52,476.5576,435.098,89113.764,39.11929938542581,15474365.068,6792.9609604916595,13117771.8358,5758.459980597015,19608909,8607,5215941,2289,Rural,90000,41292,2125564,668851.19364656,501635,1095.3403827919228,0.21,2,713,385,196,5,586,0.021,5.879,8889,20248921
6000,QUITMAN COUNTY,852,2803810,2220.7213732394366,7590550.390000001,8909.096701877936,5853085,1737465.39,2182224.3800000004,1737465.39,2.1039318896834636,4876550,5723.650234741784,6869.818075117371,6435057,7552.883802816901,28,75,62,74,63,52,74,62,62,64,53,65,46,47,852,77936585,3629841.24,404.9560749460304,0.439,6196847.93,790.722222,195174.63,594290.37,382.122,374.028,77936.585,91.47486502347418,4252832.619999999,4991.587582159624,4697591.609999999,5513.605176056338,8693461,10203,3629841,4260,Town,50900,25283,647440,262512.48480064,196657,2039.2786267605636,0.45,0,390,81,51,8,140,0.06,1.959,9442,8044392
1212,QUITMAN SEP,1593,2803780,2532.037993220338,13004751.3168,8163.685697928437,10025901.84,2978849.4768000003,3415760.46,2978849.4768000003,3.1164488480019727,8369295,5253.79472693032,6293.723691148776,11032775.84,6925.785210295041,60,124,158,117,95,104,101,105,100,115,147,128,106,94,1593,121991445,7013617.08,511.1587186875566,0.349,4387493.74,1352.98889,356924.14,908362.7,678.9366,555.957,121991.445,76.57968926553673,7617015.38,4781.553910860012,8053926.3632,5055.82320351538,15774232,9902,7013617,4402,Rural,76500,37364,1180662,466266.30219812,202630,1869.9620067796611,0.43,1,398,152,147,8,307,0.051,2.899,9403,14979128
6100,RANKIN COUNTY,18720,2803830,3201.664380192308,142521053.4428,7613.304136901708,109885810.64,32635242.8028,46621147.18799999,32635242.8028,24.966375597661873,94048208,5023.942735042735,5869.9685170940165,120871269.64,6456.7985918803415,320,1259,1385,1323,1359,1300,1396,1428,1448,1515,1623,1471,1369,1266,18720,1665040971,92575401.94,749.8084744728885,0.121,31538902.57,17365.8096,4271168.85,10032364.79,2588.976,2265.12,1665040.971,88.94449631410257,74250122.45199999,3966.35269508547,88236026.83719999,4713.462972072649,188157678,10051,92575401,4945,Rural,169700,70439,9818362,5436752.45771212,1682297,1743.3356198076922,0.14,448,6052,2022,843,75,2940,0,25.649,8045,150605809
2515,REIMAGINE PREP,600,.,NA,4651659.964924212,7752.766608207019,3679458.83,972201.134924212,972201.134924212,1097159.2641,Inf,3192864,5321.44,6132.4313833333335,4063552.83,6772.58805,0,0,0,0,0,0,79,152,136,147,0,0,0,0,514,34721469.10443614,1808680.38,0,0.401,2311750.04,481.480447,117806,219727.83,350.21999999999997,240.6,34721.46910443614,57.869115174060234,3091351.695075788,5152.252825126314,2966393.5659,4943.9892764999995,NA,NA,NA,NA,NA,NA,NA,97075,202057.71121568,0,1620.3352248736865,0.58,3,122,26,44,0,70,0.033,4.741,9184,5510550
5620,RICHTON,597,2803870,1055.1750485762143,4407982.706,7383.555621440536,3654076.21,753906.496,753906.496,1093462.2567,4.836576805151973,3391068,5680.180904522613,6120.73067001675,4049860.21,6783.685443886097,0,52,36,39,42,35,45,44,45,54,59,50,49,40,597,26925232,1383928.29,123.43440909778778,0.28,2450604.37,535.511111,137206.6,73232.61,131.9967,167.16000000000005,26925.232,45.10089112227806,3295953.7139999997,5520.860492462311,2956397.9533,4952.090374036851,4827565,8086,1383928,2318,Rural,89800,31393,344990,166920.11940296,0,1262.8249514237857,0.22,1,180,67,30,0,97,0.033,4.665,8425,5029760
