dist_id,district,model_3_diff_total,model_3_diff_pp,ell_funding,sparsity_funding,conc_pov_funding,model_3_total_funding,model_3_local_share_total,model_3_state_share_pp,geoid,maep_expected_local_total,maep_expected_local_pp,maep_rev_fy24,local_share_expected_total,local_funding_28_mill,local_funding_27_pct,total_enroll,st_per_sq_mile,maep_rev_fy23,maep_fy23_pp,maep_fy24_pp,maep_rev_full_funding_fy24,maep_full_pp_fy24,gr_prek_enroll,gr_k_enroll,gr_1_enroll,gr_2_enroll,gr_3_enroll,gr_4_enroll,gr_5_enroll,gr_6_enroll,gr_7_enroll,gr_8_enroll,gr_9_enroll,gr_10_enroll,gr_11_enroll,gr_12_enroll,direct_cert_pct,vocational_enroll,ell_enroll,autism,deaf_blind,developmentally_delayed,emotional_disability,hearing_impaired,intellectual_disability,language_speech_impaired,multiple_disabilities,other_health_impairment,orthopedic_impairment,specific_learning_disability,traumatic_brain_injury,visually_impaired,sped_enroll,assessed_value,local_revenue,shortName,sq_miles,stpov_rate,federal_revenue,total_ada,sped_tier_1_enroll,sped_tier_2_enroll,sped_tier_3_enroll,econ_dis_enroll,stpov_enroll,mill_1_value,mill_1_value_pp,local_share_mills,local_share_pp_mills,local_share_pct,local_share_pp_pct,rev_total_local_state,rev_pp_local_state,local_revenue_total,local_revenue_pp,urbanicity,mpv,mhi,sped_funding,at_risk_funding,cte_funding,local_share_expected_pp,sparsity_weight_adj,conc_pov_weight_adj,conc_pov_adm,gr_9_12_enroll,gifted_enroll,base_funding,sped_tier_1_funding,sped_tier_2_funding,sped_tier_3_funding,total_sped_funding,ed_funding,gifted_funding,vocational_funding,gr_9_12_funding,model_3_pp_funding,model_3_local_mills_total,model_3_local_pct_total,model_3_local_share_pp,model_3_state_share,model_3_local_diff_total,current_local_pp,model_3_local_diff_pp,model_3_state_diff_total,model_3_state_diff_pp,sped_pp_funding,sped_model_3_pp,sped_pp_diff,at_risk_pp_funding,ed_model_3_pp,ed_pp_diff,cte_pp_funding,cte_model_3_pp,cte_pp_diff
4320,BROOKHAVEN,3606720.6959999986,1394.7102459396747,54810,0,0,21118388.886,5701964.999220001,5961.49415575406,2800840,17511668.19,6771.720104408353,13459833,4051835.19,6022839.676,4051835.19,2586,17.19387533487206,13659606,5282.136890951276,5204.885150812065,15006797,5803.092420726992,77,196,201,212,196,158,199,159,169,228,220,189,194,150,0.3909,558,29,26,0,38,5,5,18,134,5,61,0,104,5,0,399,215101417,12128797.01,BROOKHAVEN,150.4023932728626,0.28,7496815.42,2368.99435,276,115,10,1010.8674,724.08,215101.417,83.17920224284609,8983957.324000001,3474.074757927301,10954961.81,4236.257467130703,27584274,10666,12128797,4690,Town,101900,39841,1607701,776720.86168052,280855,1566.834953596288,0,0,0,753,129.3,16291800,1043280,905625,107100,2056005,1910539.386,40729.5,527310,237195,8166.430350348028,6022839.676,5701964.999220001,2204.9361945939677,15416423.88678,-6426832.010779999,4690.176724671307,-2485.2405300773394,409626.88677999936,158.40173502706784,4009.2294264339153,5127.194513715711,1117.9650872817956,768.3706702585522,1890,1121.6293297414477,503.32437275985666,945,441.67562724014334
0700,CALHOUN COUNTY,3227703.159121508,1551.7803649622638,253260,845665.9631215129,0,18113517.40312151,2855222.244,7335.718826500726,2800870,14885814.244,7156.641463461538,12030592,2855222.244,2855222.244,3621588.57,2080,3.546505165434119,12223903,5876.876442307693,5783.9384615384615,13413291,6448.6975961538465,86,150,158,134,149,139,155,151,164,138,169,166,150,130,0.2712,798,134,19,0,47,5,5,14,131,5,33,5,118,5,0,382,101972223,4965747.48,CALHOUN COU,586.492871989203,0.324,7455794.86,1911.48889,296,81,10,564.096,673.9200000000001,101972.223,49.02510721153846,10558068.756,5075.9945942307695,9791702.43,4707.549245192307,18808327,9042,4965747,2387,Rural,70500,37263,1368363,637279.4525084,489806,1372.703001923077,0.0645349483456588,0,0,615,104,13104000,1118880,637875,107100,1863855,1066141.44,32760,754110,193725,8708.421828423801,2855222.244,4890649.698842808,1372.703001923077,15258295.15912151,-2110525.2360000005,2387.3785961538465,-1014.6755942307695,1845004.1591215096,887.0212303468797,3535.8217054263564,4816.162790697675,1280.3410852713182,1129.7358118270647,1890,760.2641881729353,613.7919799498746,945,331.20802005012536
4520,CANTON,6444852.400000002,2035.6451042324697,582120,0,344264.5079999999,27097546.770000003,7316337.627900002,6248.012994977891,2800900,20652694.37,6523.276806696147,15874091,4778603.37,8080929.304,4778603.37,3166,16.883714589148912,15486257,4891.426721415035,5013.926405559065,17698531,5590.18667087808,94,231,245,237,260,182,252,240,253,259,252,258,167,168,0.4863,978,308,38,0,13,13,5,27,57,11,76,5,92,5,0,335,288604618,16544485.96,CANTON,187.51797676293188,0.312,11363603.64,2751.11876,162,164,16,1539.6258,987.792,288604.618,91.15749147188882,9617601.696,3037.7769096651923,12919927.63,4080.836269740998,34835514,11003,16544485,5225,Rural,153400,41939,1661921,897744.97433396,393681,1509.3504011370817,0,0.08629999999999999,273.22579999999994,845,158.3,19945800,612360,1291500,171360,2075220,2909892.762,49864.5,924210,266175,8558.921910928617,8080929.3040000005,7316337.627900002,2310.908915950727,19781209.142100003,-9228148.3321,5225.674655716994,-2914.7657397662665,2082678.1421000026,657.8263240998112,4859.418128654971,6067.894736842105,1208.476608187134,583.092966053154,1890,1306.907033946846,402.5368098159509,945,542.4631901840492
0800,CARROLL COUNTY,1496124.2173501598,1858.539400434981,62370,442172.3223501598,27893.249999999967,7218649.19735016,1949035.2832845433,6546.104241075301,2800930,5722524.98,7108.726683229815,4398452,1324072.98,2510623.22,1324072.98,805,1.281231936307605,4615780,5733.888198757764,5463.91552795031,4903974,6091.893167701864,20,54,53,50,69,56,54,53,61,79,83,63,47,46,0.4275,178,33,5,0,5,5,5,5,37,5,18,0,52,0,0,137,89665115,2896775.33,CARROLL COU,628.3015410308437,0.221,3245091.3,738.583333,94,38,5,344.1375,177.905,89665.115,111.38523602484472,2393350.78,2973.106559006211,3579901.02,4447.08201242236,7930910,9852,2896775,3598,Rural,99000,46052,662293,248772.6821638,99740,1644.811155279503,0.08718768063692395,0.02749999999999997,22.137499999999974,239,40.25,5071500,355320,299250,53550,708120,650419.875,12678.75,168210,75285,8967.266083664796,2510623.22,1949035.2832845433,2421.161842589495,5269613.914065617,-947740.0467154568,3598.4786708074535,-1177.3168282179586,365639.91406561714,454.2110733734371,4834.255474452555,5168.759124087591,334.5036496350358,722.8874567979369,1890,1167.112543202063,560.3370786516854,945,384.6629213483146
0911,CHICKASAW COUNTY CONSOL,3772844.9944638275,1704.0853633531287,86940,628110.3004638272,0,19111897.398463827,2218984.404,7630.042002919525,2800200,15339052.404,6928.207951219511,13120068,2218984.404,2218984.404,3949555.41,2214,5.496836147575836,12877302,5816.306233062331,5925.956639566396,14627983,6607.038392050587,59,194,183,174,154,146,134,150,152,171,195,168,150,126,0.3313,838,46,23,0,28,12,5,25,109,5,72,5,77,0,5,362,79249443,4476040.07,CHICKASAW C,402.7771504479714,0.264,5634791.05,1955.66111,214,142,10,733.4982,584.496,79249.443,35.79468970189702,12408998.596,5604.787080397471,10678427.59,4823.138026196929,19329326,8730,4476040,2021,NA,NA,NA,1520243,646341.7612634,378375,1002.2513116531164,0.04503163852424164,0,0,639,110.7,13948200,808920,1118250,107100,2034270,1386311.598,34870.5,791910,201285,8632.29331457264,2218984.404,5160212.297585233,1002.2513116531165,16892912.994463827,-2257055.666,2021.6983152664861,-1019.4470036133696,2264929.9944638275,1023.0036108689374,4153.669398907104,5558.11475409836,1404.4453551912566,881.1770243790645,1890,1008.8229756209355,451.5214797136038,945,493.4785202863962
1000,CHOCTAW COUNTY,1650499.3990584426,1341.869430128815,9450,546955.2990584418,0,10813493.259058442,2919643.1799457795,6417.764291961514,2800990,9162993.86,7449.58850406504,7042868,2120125.8600000003,7774436.208,2120125.8600000003,1230,2.941601509118056,6945544,5646.783739837399,5725.908943089431,7852318,6383.99837398374,65,91,105,89,96,83,92,103,88,95,99,86,65,62,0.2318,372,5,14,0,16,5,0,5,79,0,82,0,81,0,0,280,277658436,11067317.21,CHOCTAW COU,418.1395733539638,0.29600000000000004,4353851.68,1098.55556,176,106,0,285.11400000000003,364.08,277658.436,225.7385658536585,77881.79200000037,63.31853008130111,5732192.14,4660.31881300813,19341090,15724,11067317,8997,Rural,81400,36777,1236373,356057.88722324,239967,1723.67956097561,0.07058398490881944,0,0,312,61.5,7749000,665280,834750,0,1500030,538865.4600000001,19372.5,351540,98280,8791.457934193855,7774436.208,2919643.1799457795,2373.693642232341,7893850.079112662,-8147674.030054221,8997.8188699187,-6624.125227686358,41532.079112662,33.765917977773825,4384.301418439716,5319.255319148936,934.9539007092199,1248.8263895257335,1890,641.1736104742665,645.0725806451613,945,299.92741935483866
1100,CLAIBORNE COUNTY,2790983.6763196904,2349.312858854958,0,565994.1963196904,240398.92799999999,11407830.51631969,2184837.452,7763.462175353275,2801020,8616846.84,7253.238080808081,6623088,1993758.84,2184837.452,1993758.84,1188,2.437681092409674,6431257,5413.5159932659935,5574.989898989899,7384292,6215.7340067340065,39,75,91,87,90,61,83,80,97,93,96,109,73,81,0.5606,588,0,5,0,5,5,5,15,30,11,59,0,44,0,5,179,78029909,5292737.7,CLAIBORNE C,487.34840816509313,0.398,3868931.62,1017.72881,79,89,16,665.9928,472.824,78029.909,65.68174158249158,5199454.548,4376.6452424242425,5390533.16,4537.485824915825,12792808,10768,5292737,4455,Rural,67500,29338,835413,360442.7020964,371360,1678.2481818181818,0.07562318907590326,0.16059999999999997,190.79279999999997,359,59.400000000000006,7484400,298620,700875,171360,1170855,1258726.392,18711,555660,113085,9602.550939663039,2184837.452,3080114.2394063165,1839.0887643097644,9222993.06431969,-3107900.248,4455.166414141414,-2616.0776498316495,1838701.0643196907,1547.7281686192682,4540.288043478261,6363.342391304348,1823.054347826087,541.2111093339148,1890,1348.788890666085,631.5646258503401,945,313.4353741496599
1420,CLARKSDALE,4245322.198000001,2004.401415486309,51030,0,441132.804,18323913.51,2017222.312,7699.098771482532,2801050,14078591.312,6647.115822474032,12061369,2017222.312,2017222.312,3630853.35,2118,112.71631676836104,11613241,5483.116619452314,5694.6973559962225,13447605,6349.199716713881,75,173,167,153,179,121,110,183,110,167,190,164,149,133,0.5653,575,27,17,5,30,15,0,41,52,5,24,5,32,5,5,220,72043654,5040967.68,CLARKSDALE,18.79053592881872,0.516,14527676.69,1745.65093,114,102,20,1197.3054,1092.888,72043.654,34.014945231350325,11430382.688,5396.781250236072,9816751.65,4634.915793201133,18700264,8829,5040967,2380,Town,65400,30223,1470046,616231.62508296,213402,952.4184664778091,0,0.1653,350.10540000000003,636,105.9,13343400,430920,803250,214200,1448370,2262907.206,33358.5,543375,200340,8651.517237960341,2017222.312,4947456.647700001,952.4184664778093,16306691.198000003,-3023745.368,2380.0602832861186,-1427.6418168083094,2859086.1980000027,1349.8990547686517,6229.0084745762715,6137.161016949152,-91.84745762711918,514.6820728303405,1889.9999999999998,1375.3179271696592,371.1339130434783,945,573.8660869565217
0614,CLEVELAND,4624872.580000002,1641.1897019162543,117180,0,166171.82399999985,24076686.060000002,6140151.164000001,6364.987542938255,2800750,19451813.48,6902.701731724627,14951069,4500744.48,6140151.164000001,4500744.48,2818,26.20708102528859,14704672,5218.123491838183,5305.560326472676,16669424,5915.338537970191,68,218,217,203,204,184,247,207,203,219,235,227,206,129,0.4468,869,62,34,0,45,5,5,41,153,15,67,5,77,5,5,450,219291113,12328721.85,CLEVELAND,107.5281904642781,0.405,9162184.58,2530.39444,275,157,25,1259.0824,1141.29,219291.113,77.81799609652236,10529272.836,3736.434647267565,12168679.52,4318.19713271824,29617598,10510,12328721,4374,Town,129500,35789,2073160,841033.26990588,366002,1597.141405251952,0,0.04679999999999995,131.88239999999988,797,140.9,17753400,1039500,1236375,267750,2543625,2379665.736,44383.5,821205,251055,8543.891433640882,6140151.164000001,6500705.236200001,2178.903890702626,17936534.896,-6188570.685999999,4374.990010645848,-2196.086119943222,1267110.8960000016,449.6490049680633,4536.455142231947,5565.919037199124,1029.463894967177,667.9731762638252,1890,1222.0268237361747,421.1760644418872,945,523.8239355581128
2521,CLINTON,4302073.901000001,825.5754943388984,447930,0,0,40019019.201,8273302.408,6092.058490308961,2801090,35716945.3,6854.144175781999,27452788,8264157.300000001,8273302.408,8264157.300000001,5211,38.89745095683939,27710753,5317.741892151219,5268.2379581654195,30607990,5873.726731913261,46,342,324,369,358,383,376,444,405,452,465,468,395,348,0.1769,1262,237,49,0,66,21,5,31,252,5,74,5,114,0,5,630,295475086,19754262.53,CLINTON,133.9676475402495,0.155,9536034.84,4786.26257,432,185,10,921.8259,807.705,295475.086,56.70218499328344,22334687.592,4286.065552101324,22343832.7,4287.82051429668,50871559,9762,19754262,3790,Rural,167600,62362,2332623,1518946.77230744,423413,1585.9062176165803,0,0,0,1676,260.55,32829300,1632960,1456875,107100,3196935,1742250.9510000001,82073.25,1192590,527940,7679.719670120898,8273302.408,10805135.18427,1587.6611798119363,31745716.792999998,-11480960.122000001,3790.8774764920363,-2203.2162966800997,1137726.7929999977,218.3317583957005,3720.2918660287082,5098.7799043062205,1378.4880382775123,1647.75883635667,1890,242.24116364333008,335.5095087163233,945,609.4904912836766
1400,COAHOMA COUNTY,1926980.4710614318,1950.3850921674411,0,507327.6110614321,167062.896,9384498.851061432,2533814.689786587,6933.890851492758,2801110,7457518.38,7548.095526315789,5732004,1725514.38,4089162.924,1725514.38,988,1.8493732558731435,6170910,6245.86032388664,5801.6234817813765,6390794,6468.414979757085,0,49,61,58,78,50,80,87,72,122,82,79,87,63,0.5342,365,0,5,0,5,5,5,15,36,5,24,5,66,5,5,162,146041533,5658673.3,COAHOMA COU,534.2350425271701,0.44,5966637.66,962.591506,107,59,15,527.7896000000001,434.72,146041.533,147.81531680161942,2301631.0760000004,2329.5861093117414,4665279.62,4721.9429352226725,12260457,12409,5658673,5727,Rural,71700,27333,992769,308992.95452468,107670,1746.472044534413,0.08150626744126857,0.13419999999999999,132.5896,311,49.400000000000006,6224400,404460,464625,160650,1029735,997522.3440000002,15561.000000000002,344925,97965,9498.48061848323,4089162.9239999996,2533814.689786587,2564.5897669904725,6850684.161274845,-3124858.610213413,5727.4021255060725,-3162.8123585156,459890.1612748448,465.4758717356726,5484.911602209945,5689.14364640884,204.23204419889498,585.4472208711197,1890,1304.5527791288803,294.986301369863,945,650.013698630137
